"מַפָּה","שם המאה ה-16","מחוז/מחוז","שם מודרני","שם במילון ההיסטורי והגיאוגרפי","אופי היישוב","סוג הבעלות"
"","Wilkowo","wschowski/poznańskie","Wilkowice","Wilkowo Niemieckie","wieś","s"
"","Przyłęk","lelowski/krakowskie","","","wieś","s"
"","Brzostek","lelowski/krakowskie","","","wieś","s"
"","Sroczewo","kościański/poznańskie","Sroczewo","Sroczewo","pustka",""
"","Stary Dworek","poznański/poznańskie","Stary Dworek","Stary Dworek","wieś","d"
"","Stary Dwór","poznański/poznańskie","Stary Dwór","Stary Dwór","wieś","d"
"","Stęszewo","poznański/poznańskie","Stęszewko","Stęszewo","wieś","s"
"","Skaradowo","kościański/poznańskie","Szkaradowo","Szkaradowo","wieś","s"
"","Ostoja","kościański/poznańskie","Ostoje","Ostoje","wieś","s"
"","Chwalikowice","pyzdrski/kaliskie","Chwałkowice","Chwałkowice","wieś","s"
"","Uchorowo","poznański/poznańskie","Uchorowo","Uchorowo","wieś","s"
"","Szymankowo","poznański/poznańskie","Szymankowo","Szymankowo","wieś","s"
"","Templewo","poznański/poznańskie","Templewo","Templewo","wieś","d"
"","Tylewice","wschowski/poznańskie","Tylewice","Tylewice","wieś","s"
"","Witosław","kościański/poznańskie","Witosław","Witosław","wieś","s"
"","Wysoka","poznański/poznańskie","Wysoka","Wysoka","wieś","d"
"","Hamerski Młyn","poznański/poznańskie","Młyn-Smolno","Hamerski Młyn","osada kuźnicza","s"
"","Kaława","poznański/poznańskie","Kaława","Kaława","wieś","d"
"","Wyszanowo","poznański/poznańskie","Wyszanowo","Wyszanowo","wieś","d"
"","Wyszyny","poznański/poznańskie","Wyszynki","Wyszyny","wieś","s"
"","Unia","pyzdrski/kaliskie","Unia","Unia","wieś","s"
"","Żabno","kościański/poznańskie","Żabno","Żabno","wieś","s"
"","Żabienko","kościański/poznańskie","Żabinko","Żabienko","wieś","k"
"","Wola Drogońska*","mszczonowski/rawskie","Korytów - część","","wieś","s"
"","Drogoń","mszczonowski/rawskie","Korytów - część","","wieś","s"
"","Kałęczyn*","mszczonowski/rawskie","Tartak","","wieś","s"
"","Radziejewice","mszczonowski/rawskie","Radziejowice","","wieś","s"
"","Kierz","mszczonowski/rawskie","Krze Duże","","wieś","s"
"","Zboiska","mszczonowski/rawskie","","","wieś","s"
"","Kamionka","mszczonowski/rawskie","","","wieś","s"
"","Markowo","mszczonowski/rawskie","Marków","","wieś","s"
"","Niechanowo","gnieźnieński/kaliskie","Niechanowo","Niechanowo","wieś","s"
"","Ruda","mszczonowski/rawskie","Hamernia","","wieś","s"
"","Żuków","mszczonowski/rawskie","","","wieś","k"
"","Mszczonów","mszczonowski/rawskie","","","miasto","k"
"","Badowo-Kłody","mszczonowski/rawskie","","","wieś","s"
"","Zimnice","mszczonowski/rawskie","Ziemnice","","wieś","s"
"","Piekary","mszczonowski/rawskie","","","wieś","s"
"","Gąba","mszczonowski/rawskie","","","wieś","s"
"","Adamowice","mszczonowski/rawskie","","","wieś","s"
"","Gurba","mszczonowski/rawskie","","","wieś","s"
"","Szeligi","mszczonowski/rawskie","","","wieś","s"
"","Mokołajewice Górne","gnieźnieński/kaliskie","Mikołajewice","Mikołajewice","wieś","s"
"","Żórawia","kcyński/kaliskie","Żurawia","Żórawia","wieś","s"
"","Babia","koniński/kaliskie","Babia","Babia","wieś","s"
"","Zdzieszyn","mszczonowski/rawskie","","","wieś","s"
"","Korabiewice","mszczonowski/rawskie","","","wieś","k"
"","Gzdów","mszczonowski/rawskie","","","wieś","d"
"","Karnice","mszczonowski/rawskie","","","wieś","s"
"","Koziny","mszczonowski/rawskie","","","wieś","s"
"","Powązki","mszczonowski/rawskie","","","wieś","s"
"","Wólka Brzozokolowa","mszczonowski/rawskie","Wolka Brzozokalska","","wieś","s"
"","Wręcza","mszczonowski/rawskie","","","wieś","s"
"","Wola Wręcka","mszczonowski/rawskie","Wólka Wręcka","","wieś","s"
"","Świnice","mszczonowski/rawskie","","","wieś","s"
"","Mieroszka","gnieźnieński/kaliskie","Miroszka","Miroszka","wieś","s"
"","Sławomierz","mszczonowski/rawskie","Słabomierz","","wieś","s"
"","Szczawinek","mszczonowski/rawskie","Studzieniec","","folwark","k"
"","Badowo Nagórne","mszczonowski/rawskie","Badów Górny","","wieś","s"
"","Badowo-Dańki","mszczonowski/rawskie","","","wieś","s"
"","Badowo-Mściski","mszczonowski/rawskie","Badowo-Mściska","","wieś","s"
"","Kaczków","mszczonowski/rawskie","","","wieś","s"
"","Bielany","malborski/malborskie","","","",""
"","Brzezina","malborski/malborskie","","","wieś","d"
"","Czechowo","malborski/malborskie","","","",""
"","Emaus","malborski/malborskie","","","",""
"","Goczałkowo","gnieźnieński/kaliskie","Goczałkowo","Goczałkowo","wieś","s"
"","Gronowo","malborski/malborskie","","","",""
"","Jagodnik","malborski/malborskie","","","",""
"","Jerusalem","malborski/malborskie","","","",""
"","Kamiennik Mały","malborski/malborskie","","","",""
"","Kamiennik Wielki","malborski/malborskie","","","",""
"","Kamionek Wielki","malborski/malborskie","","","",""
"","Klimonty","malborski/malborskie","","","",""
"","Kmiecin","malborski/malborskie","","","",""
"","Marzęcino","malborski/malborskie","","","",""
"","Myszewko","malborski/malborskie","","","",""
"","Nowa Wieś","gnieźnieński/kaliskie","Nowa Wieś Niechanowska","Nowa Wieś","wieś","s"
"","Myszewo","malborski/malborskie","","","",""
"","Rubno Wielkie","malborski/malborskie","","","",""
"","Sierpin","malborski/malborskie","","","",""
"","Stagnity","malborski/malborskie","","","",""
"","Steinort Klein","malborski/malborskie","","","",""
"","Stobna","malborski/malborskie","","","",""
"","Suchacz","malborski/malborskie","","","",""
"","Tropsy","malborski/malborskie","","","",""
"","Warszawskie","malborski/malborskie","","","wieś","d"
"","Weklice","malborski/malborskie","","","",""
"","Jarcugowo","gnieźnieński/kaliskie","Arcugowo","Jarcugowo","wieś","d"
"","Wikrowo","malborski/malborskie","","","",""
"","Wilkowo","malborski/malborskie","","","",""
"","Winnica","malborski/malborskie","","","",""
"","Zalesie","malborski/malborskie","","","",""
"","Zawiszyn","malborski/malborskie","","","",""
"","Laski","malborski/malborskie","","","",""
"","Trępnowy","malborski/malborskie","","","",""
"","Tropiszewo","malborski/malborskie","","","",""
"","Górki","malborski/malborskie","","","",""
"","Starynia","malborski/malborskie","","","",""
"","Karszewo","gnieźnieński/kaliskie","Karsewo","Karsewo","wieś","s"
"","Szymankowo","malborski/malborskie","","","",""
"","Gnojewo","malborski/malborskie","","","",""
"","Kałdowo","malborski/malborskie","","","",""
"","Stara Kościelnica","malborski/malborskie","","","",""
"","Kraśniewo","malborski/malborskie","","","",""
"","Miłoradz","malborski/malborskie","","","",""
"","Pogorzała Wieś","malborski/malborskie","","","",""
"","Mątowy Małe","malborski/malborskie","","","",""
"","Mątowy Wielkie","malborski/malborskie","","","",""
"","Rękowo","malborski/malborskie","","","",""
"","Mrocza","nakielski/kaliskie","Mrocza","Mrocza","miasto","s"
"","Bystrze","malborski/malborskie","","","",""
"","Kończewice","malborski/malborskie","","","",""
"","Stara Wisła","malborski/malborskie","","","",""
"","Lisewo","malborski/malborskie","","","",""
"","Lichnówki","malborski/malborskie","","","",""
"","Lichnowy","malborski/malborskie","","","",""
"","Boręty","malborski/malborskie","","","",""
"","Pordenowo","malborski/malborskie","","","",""
"","Palczewo","malborski/malborskie","","","",""
"","Pręgowo Żuławskie","malborski/malborskie","","","",""
"","Chwałka ","nakielski/kaliskie","Chwałka","Chwałka ","osada młyńska","s"
"","Nowa Cerkiew","malborski/malborskie","","","",""
"","Gniazdowo","malborski/malborskie","","","",""
"","Ostaszewo","malborski/malborskie","","","",""
"","Jeziernik","malborski/malborskie","","","",""
"","Nowa Kościelnica","malborski/malborskie","","","",""
"","Niedźwiedzica","malborski/malborskie","","","",""
"","Żuławki","malborski/malborskie","","","",""
"","Żelichowo","malborski/malborskie","","","",""
"","Tujec","malborski/malborskie","","","",""
"","Nowinki","malborski/malborskie","","","",""
"","Łubowo","gnieźnieński/kaliskie","Łubowo","Łubowo","wieś","s"
"","Leśnowo","malborski/malborskie","","","",""
"","Orłowo","malborski/malborskie","","","",""
"","Lubieszewo","malborski/malborskie","","","",""
"","Dąbrowa","malborski/malborskie","","","",""
"","Nowy Dwór","malborski/malborskie","","","",""
"","Tuja","malborski/malborskie","","","",""
"","Mirowo","malborski/malborskie","","","",""
"","Brzóski","malborski/malborskie","","","",""
"","Stawiec","malborski/malborskie","","","",""
"","Nowy Staw","malborski/malborskie","","","",""
"","Leśniewo","gnieźnieński/kaliskie","Leśniewo","Leśniewo","wieś","s"
"","Parszewo","malborski/malborskie","","","",""
"","Lasowice","malborski/malborskie","","","",""
"","Martąg","malborski/malborskie","","","",""
"","Tragamin","malborski/malborskie","","","",""
"","Szawałd","malborski/malborskie","","","",""
"","Kamienice","malborski/malborskie","","","",""
"","Kamionka","malborski/malborskie","","","",""
"","Kościeleczki","malborski/malborskie","","","",""
"","Tralewo","malborski/malborskie","","","",""
"","Dębina","malborski/malborskie","","","",""
"","Chwałkowo","gnieźnieński/kaliskie","Chwałkówko","Fałkowo","wieś","s"
"","Kowalewo","kaliski/kaliskie","Kowalew","Kowalew","wieś","s"
"","Świerki","malborski/malborskie","","","",""
"","Chlebówka","malborski/malborskie","","","",""
"","Półmieście","malborski/malborskie","","","",""
"","Lipinka","malborski/malborskie","","","",""
"","Nidowo","malborski/malborskie","","","",""
"","Marynowy","malborski/malborskie","","","",""
"","Rychnowo","malborski/malborskie","","","",""
"","Watkowice Wielkie","malborski/malborskie","","","",""
"","Trzciano","malborski/malborskie","","","",""
"","Straszewo","malborski/malborskie","","","",""
"","Przyborowo","gnieźnieński/kaliskie","Przyborowo","Przyborowo","wieś","s"
"","Pułkowice","malborski/malborskie","","","",""
"","Postolin","malborski/malborskie","","","",""
"","Nowa Wieś","malborski/malborskie","","","",""
"","Sztumska Wieś","malborski/malborskie","","","",""
"","Gronajny","malborski/malborskie","","","",""
"","Koniecwałd","malborski/malborskie","","","",""
"","Gosciszewo","malborski/malborskie","","","",""
"","Wielbork","malborski/malborskie","","","",""
"","Sadlno","malborski/malborskie","","","",""
"","Uśnice","malborski/malborskie","","","",""
"","Nadziejewo","pyzdrski/kaliskie","Nadziejewo","","wieś","d"
"","Biała Góra","malborski/malborskie","","","",""
"","Benowo","malborski/malborskie","","","",""
"","Ryjewo","malborski/malborskie","","","",""
"","Kołoząb","malborski/malborskie","","","",""
"","Dąbrowka Pruska","malborski/malborskie","","","",""
"","Mikołajki Pomorskie","malborski/malborskie","","","",""
"","Pierzchowice","malborski/malborskie","","","",""
"","Majewo","malborski/malborskie","","","",""
"","Zajączkowo","malborski/malborskie","","","",""
"","Huta","malborski/malborskie","","","",""
"","Chwałkowo","pyzdrski/kaliskie","Chwałkowo","Chwałkowo","wieś","s"
"","Rychnowy","malborski/malborskie","","","",""
"","Pogrodzie","malborski/malborskie","","","",""
"","Wodynia","malborski/malborskie","","","",""
"","Chojnowo","malborski/malborskie","","","",""
"","Tolkmicko","malborski/malborskie","","","miasto","k"
"","Tolkmicko Dwór","malborski/malborskie","","","",""
"","Kikoły","malborski/malborskie","","","",""
"","Tywęzy","malborski/malborskie","","","",""
"","Minięta","malborski/malborskie","","","",""
"","Rożany","malborski/malborskie","","","",""
"","Pigłowice","pyzdrski/kaliskie","Pigłowice","Pigłowice","wieś","s"
"","Oleśno","malborski/malborskie","","","",""
"","Zwierzno","malborski/malborskie","","","",""
"","Markusy","malborski/malborskie","","","",""
"","Studzianki","malborski/malborskie","","","",""
"","Kukułka","malborski/malborskie","","","",""
"","Bągart","malborski/malborskie","","","",""
"","Nowiny","malborski/malborskie","","","",""
"","Ząbrowo","malborski/malborskie","","","",""
"","Fiszewo","malborski/malborskie","","","",""
"","Kikojty","malborski/malborskie","","","",""
"","Wyszakowo","pyzdrski/kaliskie","Wyszakowo","Wyszakowo","wieś","s"
"","Szaleniec","malborski/malborskie","","","",""
"","Stalewo","malborski/malborskie","","","",""
"","Żuławka","malborski/malborskie","","","",""
"","Złotowo","malborski/malborskie","","","",""
"","Kławki","malborski/malborskie","","","",""
"","Szlagnowo","malborski/malborskie","","","",""
"","Stare Pole","malborski/malborskie","","","",""
"","Krzyżanowo","malborski/malborskie","","","",""
"","Klecie","malborski/malborskie","","","",""
"","Królewo","malborski/malborskie","","","",""
"","Mądre","pyzdrski/kaliskie","Mądre","Mądre","wieś","d"
"","Krasnołęka","malborski/malborskie","","","",""
"","Janówka","malborski/malborskie","","","",""
"","Kaczynos","malborski/malborskie","","","",""
"","Leklowy","malborski/malborskie","","","",""
"","Kraszewo","malborski/malborskie","","","",""
"","Parwark","malborski/malborskie","","","",""
"","Piaski","malborski/malborskie","","","",""
"","Malbork Przedzamcze","malborski/malborskie","","","",""
"","Malbork Zamek","malborski/malborskie","","","",""
"","Nowa Wieś Malborska","malborski/malborskie","","","",""
"","Garby","pyzdrski/kaliskie","Garby","Garby","wieś","s"
"","Piekarski Młyn","malborski/malborskie","","","",""
"","Landmel Młyn","malborski/malborskie","","","",""
"","Dąbrowka Malborska","malborski/malborskie","","","",""
"","Łabuń","malborski/malborskie","","","",""
"","Koślinka","malborski/malborskie","","","",""
"","Jurkowice","malborski/malborskie","","","",""
"","Kalwa","malborski/malborskie","","","",""
"","Pietrzwałd","malborski/malborskie","","","",""
"","Barlewice","malborski/malborskie","","","",""
"","Sztum Zamek","malborski/malborskie","","","",""
"","Nowa Wieś","pyzdrski/kaliskie","Nowa Wieś Podgórna","","wieś","s"
"","Tropy","malborski/malborskie","","","",""
"","Stary Targ","malborski/malborskie","","","",""
"","Nowy Targ","malborski/malborskie","","","",""
"","Tulice Młyn","malborski/malborskie","","","",""
"","Malbork","malborski/malborskie","","","miasto","k"
"","Grzymała","malborski/malborskie","","","",""
"","Czerwony Dwór","malborski/malborskie","","","",""
"","Szropy","malborski/malborskie","","","",""
"","Łoza","malborski/malborskie","","","",""
"","Lasy","malborski/malborskie","","","",""
"","Stanowo","pyzdrski/kaliskie","Szczonów","Stanowo","wieś","s"
"","Malewo","malborski/malborskie","","","",""
"","Dolna","malborski/malborskie","","","",""
"","Węgry","malborski/malborskie","","","",""
"","Jerzewo","malborski/malborskie","","","",""
"","Mątki","malborski/malborskie","","","",""
"","Klecewko","malborski/malborskie","","","",""
"","Dubiel","malborski/malborskie","","","",""
"","Tychnowy","malborski/malborskie","","","",""
"","Czerwony Dwór","malborski/malborskie","","","",""
"","Bystrzec","malborski/malborskie","","","",""
"","Paruchowo","pyzdrski/kaliskie","Paruchów","","wieś","s"
"","Baranowo","kaliski/kaliskie","Baranów","Baranów","wieś","s"
"","Zajezierze","malborski/malborskie","","","",""
"","Sporowo","malborski/malborskie","","","",""
"","Stara Wieś","malborski/malborskie","","","",""
"","Wilczewo","malborski/malborskie","","","",""
"","Namirowo","malborski/malborskie","","","",""
"","Czernin","malborski/malborskie","","","",""
"","Szpitalna Wieś","malborski/malborskie","","","",""
"","Cygusy","malborski/malborskie","","","",""
"","Ramzy Wielkie","malborski/malborskie","","","",""
"","Ramzy Małe","malborski/malborskie","","","",""
"","Chwałowo","pyzdrski/kaliskie","Komorze Przybysławskie-część","Chwałów","wieś","s"
"","Sadłuki","malborski/malborskie","","","",""
"","Michorowo","malborski/malborskie","","","",""
"","Mirowice","malborski/malborskie","","","",""
"","Polaszki","malborski/malborskie","","","",""
"","Watkowice Małe","malborski/malborskie","","","",""
"","Krastudy","malborski/malborskie","","","",""
"","Kątki","malborski/malborskie","","","",""
"","Klecewo","malborski/malborskie","","","",""
"","Mleczewo","malborski/malborskie","","","",""
"","Górki","malborski/malborskie","","","",""
"","Komorze","pyzdrski/kaliskie","Komorze Przybysławskie","Komorze","wieś","s"
"","Krasna Łąka","malborski/malborskie","","","",""
"","Balewo","malborski/malborskie","","","",""
"","Linki","malborski/malborskie","","","",""
"","Cieszymowo Małe","malborski/malborskie","","","",""
"","Cieszymowo Wielkie","malborski/malborskie","","","",""
"","Stążki","malborski/malborskie","","","",""
"","Perklice","malborski/malborskie","","","",""
"","Dworek","malborski/malborskie","","","",""
"","Minięta Szlachecka","malborski/malborskie","","","",""
"","Blunaki","malborski/malborskie","","","",""
"","Pogorzelica","pyzdrski/kaliskie","Pogorzelica","Pogorzelica","wieś","d"
"","Tulice","malborski/malborskie","","","",""
"","Ostrogóra","malborski/malborskie","","","",""
"","Pagórki","malborski/malborskie","","","",""
"","Kadyny","malborski/malborskie","","","",""
"","Jasna","malborski/malborskie","","","",""
"","Trankwice","malborski/malborskie","","","",""
"","Telkwice","malborski/malborskie","","","",""
"","Bukowo","malborski/malborskie","","","",""
"","Śledziówka Wielka","malborski/malborskie","","","",""
"","Śledziówka Mała","malborski/malborskie","","","",""
"","Przybysław","pyzdrski/kaliskie","Przybysław","Przybysław","wieś","s"
"","Nowa Wieś Szropska","malborski/malborskie","","","",""
"","Jordanki","malborski/malborskie","","","",""
"","Zielonki","malborski/malborskie","","","",""
"","Gintro","malborski/malborskie","","","",""
"","Igły","malborski/malborskie","","","",""
"","Dziewięć Włók","malborski/malborskie","","","",""
"","Brzozówka","malborski/malborskie","","","",""
"","Ramoty","malborski/malborskie","","","",""
"","Waplewo","malborski/malborskie","","","",""
"","Stanowo","malborski/malborskie","","","",""
"","Gąsiorowo","pyzdrski/kaliskie","Gąsiorów","","wieś","s"
"","Morany","malborski/malborskie","","","",""
"","Andrzejewo","malborski/malborskie","","","",""
"","Kuksy","malborski/malborskie","","","",""
"","Ankamaty","malborski/malborskie","","","",""
"","Poliksy","malborski/malborskie","","","",""
"","Jeziorno","malborski/malborskie","","","",""
"","Chojty","malborski/malborskie","","","",""
"","Bruk","malborski/malborskie","","","",""
"","Budzisz","malborski/malborskie","","","",""
"","Krzyżewo","malborski/malborskie","","","wieś","d"
"","Rogaszyce","pyzdrski/kaliskie","Rogaszyce","Rogaszyce","wieś","s"
"","Karszewo","malborski/malborskie","","","wieś","d"
"","Nowinka","malborski/malborskie","","","",""
"","Dzierzgoń Zamek","malborski/malborskie","","","zamek","k"
"","Dzierzgoń","malborski/malborskie","","","miasto","k"
"","Kępki","malborski/malborskie","","","",""
"","Komorowo","malborski/malborskie","","","",""
"","Lubstowo","malborski/malborskie","","","",""
"","Rakowiska","malborski/malborskie","","","",""
"","Robakowiec","malborski/malborskie","","","",""
"","Rychliki","malborski/malborskie","","","wieś","d"
"","Ruda","pyzdrski/kaliskie","Ruda Komorska","Ruda","wieś","s"
"","Stare Kusy","malborski/malborskie","","","wieś","d"
"","Sztum","malborski/malborskie","","","miasto","k"
"","Benkenstein","malborski/malborskie","","","",""
"","Dąbrowa","malborski/malborskie","","","",""
"","Dębice","malborski/malborskie","","","",""
"","Drewnik","malborski/malborskie","","","",""
"","Elbląg","malborski/malborskie","","","miasto","k"
"","Gronowo","malborski/malborskie","","","",""
"","Gronowskie Pustki","malborski/malborskie","","","",""
"","Jagodna Mała","malborski/malborskie","","","",""
"","Kobylice","pyzdrski/kaliskie","","Kobylice","wieś","d"
"","Jagodna Wielka","malborski/malborskie","","","",""
"","Komorowo","malborski/malborskie","","","",""
"","Krasny Las Nowy","malborski/malborskie","","","",""
"","Krasny Las Stary","malborski/malborskie","","","",""
"","Łęcze","malborski/malborskie","","","",""
"","Milejewo","malborski/malborskie","","","",""
"","Mojkowo","malborski/malborskie","","","",""
"","Mosty","malborski/malborskie","","","",""
"","Myślęcin","malborski/malborskie","","","",""
"","Nadbrzeże","malborski/malborskie","","","",""
"","Ciążym","pyzdrski/kaliskie","Ciążeń","Ciążeń","wieś","d"
"","Nowina","malborski/malborskie","","","",""
"","Nowy Dwór","malborski/malborskie","","","",""
"","Ogrodniki","malborski/malborskie","","","",""
"","Ostróg","malborski/malborskie","","","",""
"","Pasieki","malborski/malborskie","","","",""
"","Pęklewo","malborski/malborskie","","","",""
"","Piastowo","malborski/malborskie","","","",""
"","Pilona","malborski/malborskie","","","",""
"","Podgórze","malborski/malborskie","","","",""
"","Pomorska Wieś","malborski/malborskie","","","",""
"","Policzko","pyzdrski/kaliskie","Policko","Policko","wieś","d"
"","Piekarzewo","kaliski/kaliskie","Piekarzew","Piekarzew","wieś","s"
"","Próchnik","malborski/malborskie","","","",""
"","Przezmark","malborski/malborskie","","","",""
"","Sarnowa Góra","ciechanowski/mazowieckie","","","wieś","k"
"","Drożewo","ciechanowski/mazowieckie","Drążewo","","wieś","s"
"","Bądkowo","ciechanowski/mazowieckie","","","wieś","s"
"","Kosmy Wielkie","ciechanowski/mazowieckie","","","wieś","s"
"","Sowoklęsk","ciechanowski/mazowieckie","Soboklęszcz","","wieś","s"
"","Skrobodzino","ciechanowski/mazowieckie","Skrobocin","","wieś","s"
"","Koźniewo Średnie","ciechanowski/mazowieckie","","","wieś","s"
"","Koźniewo Łyse","ciechanowski/mazowieckie","Koźniewo-Łysaki","","wieś","s"
"","Wierzbocice","pyzdrski/kaliskie","Wierzbocice","Wierzbocice","wieś","d"
"","Komory Dąbrowne","ciechanowski/mazowieckie","","","wieś","s"
"","Komory Nabłotne","ciechanowski/mazowieckie","Komory Błotne","","wieś","s"
"","Chrościce Wielkie","ciechanowski/mazowieckie","Chrościce Wielkie - część","","wieś","s"
"","Łyczki","ciechanowski/mazowieckie","Chróścice-Łyczki","","wieś","s"
"","Łyczki-Pogąsty","ciechanowski/mazowieckie","Pogąsty","","wieś","s"
"","Suńsk","ciechanowski/mazowieckie","Sońsk","","wieś","s"
"","Świejki Wielkie","ciechanowski/mazowieckie","Szwejki","","wieś","s"
"","Marusze","ciechanowski/mazowieckie","Marusy","","wieś","s"
"","Orły","ciechanowski/mazowieckie","","","wieś","s"
"","Damięty-Prosty","ciechanowski/mazowieckie","","","wieś","s"
"","Dziedzice","pyzdrski/kaliskie","Dziedzice","Dziedzice","wieś","d"
"","Damięty-Przasnki","ciechanowski/mazowieckie","Damięty-Przasty","","wieś","s"
"","Bieńki-Śmiotanki","ciechanowski/mazowieckie","Bieńki-Śmietanki","","wieś","s"
"","Bieńki-Ziarno+","ciechanowski/mazowieckie","","","wieś","s"
"","Bieńki-Bucice","ciechanowski/mazowieckie","","","wieś","s"
"","Wyszczele","ciechanowski/mazowieckie","","","wieś","s"
"","Wyszczele-Niesłuchy","ciechanowski/mazowieckie","Niesłuchy","","wieś","s"
"","Strusino","ciechanowski/mazowieckie","Strusin","","wieś","s"
"","Gąsocino","ciechanowski/mazowieckie","Gąsocin","","wieś","s"
"","Koźniewo-Dębniki*","ciechanowski/mazowieckie","Koźniewo Wielkie","","wieś","s"
"","Bieńki-Karkuty","ciechanowski/mazowieckie","","","wieś","s"
"","Cielcza","pyzdrski/kaliskie","Cielcza","Cielcza","wieś","s"
"","Bieńki-Strzekoty","ciechanowski/mazowieckie","Bieńki-Skrzekoty","","wieś","s"
"","Damięty-Narwoty","ciechanowski/mazowieckie","","","wieś","s"
"","Świejki Małe","ciechanowski/mazowieckie","Szwejki - część","","wieś","s"
"","Chrościce-Magi","ciechanowski/mazowieckie","Chrościce Wielkie - część","","wieś","s"
"","Kosmy-Pruski","ciechanowski/mazowieckie","Kosmy-Pruszki","","wieś","s"
"","Starzyny","łęczycki/łęczyckie","","","wieś","s"
"","Biała Góra","łęczycki/łęczyckie","","","wieś","s"
"","Wola Bezdziadowa*","łęczycki/łęczyckie","Wólka","","wieś","s"
"","Starzyny-Czestki","łęczycki/łęczyckie","Starzynki","","wieś","s"
"","Wola Niedźwiedza","łęczycki/łęczyckie","Wola Niedźwiedzia","","wieś","s"
"","Cząszczewo","pyzdrski/kaliskie","Cząszczew","Cząszew","wieś","s"
"","Chodowo","łęczycki/łęczyckie","Chodów","","wieś","s"
"","Pełczyska","łęczycki/łęczyckie","","","wieś","s"
"","Jakubowo","garwoliński/mazowieckie","Jakubów","","wieś","s"
"","Łaziska","garwoliński/mazowieckie","","","wieś","s"
"","Rządza","garwoliński/mazowieckie","","","wieś","k"
"","Przetoka","garwoliński/mazowieckie","Przytoka","","wieś","s"
"","Czarna","garwoliński/mazowieckie","","","wieś","s"
"","Szczytnik","garwoliński/mazowieckie","","","wieś","s"
"","Moczydła","garwoliński/mazowieckie","","","wieś","s"
"","Brzozowica","garwoliński/mazowieckie","Brzozówka","","wieś","s"
"","Krzyżanki","kcyński/kaliskie","Krzyżanki","Krzyżanki","wieś","s"
"","Andrzejów","garwoliński/mazowieckie","Jędrzejów","","wieś","s"
"","Krupa Biel","warszawski/mazowieckie","Krupowizna","","młyn","k"
"","Andrzejów","ksiąski/krakowskie","Jędrzejów","","miasto","d"
"","Łączyn","ksiąski/krakowskie","","","wieś","d"
"","Skroniów","ksiąski/krakowskie","","","wieś","ds"
"","Sudoł","ksiąski/krakowskie","Sudół","","wieś","d"
"","Przącław","ksiąski/krakowskie","Prząsław","","wieś","d"
"","Chorzewa","ksiąski/krakowskie","","","wieś","d"
"","Tarszawa","ksiąski/krakowskie","Lasków­-Tarszawa","","wieś","d"
"","Lasków","ksiąski/krakowskie","","","wieś","d"
"","Tomczyce","kcyński/kaliskie","Tomczyce","Tomczyce","wieś","s"
"","Raków","ksiąski/krakowskie","","","wieś","d"
"","Wygnilec","ksiąski/krakowskie","Węgleniec","","wieś","d"
"","Łysaków","ksiąski/krakowskie","Łysaków pod Lasem","","wieś","d"
"","Bałuty","łęczycki/łęczyckie","Łódź-Bałuty - część","","wieś","s"
"","Radogoszcz","łęczycki/łęczyckie","Łódź-Radogoszcz","","wieś","s"
"","Podbiele*","lubelski/lubelskie","","","wieś","s"
"","Tyśmienica","lubelski/lubelskie","","","wieś","k"
"","Babianka","lubelski/lubelskie","","","wieś","s"
"","Berechów","lubelski/lubelskie","Berejów","","wieś","s"
"","Brzeźnica Nowa","lubelski/lubelskie","Brzeźnica Książęca","","wieś","k"
"","Czesławice","kcyński/kaliskie","Czesławice","Czesławice","wieś","s"
"","Brzostowa Wola","lubelski/lubelskie","Brzostówka","","wieś","k"
"","Drozdówka","lubelski/lubelskie","","","wieś","k"
"","Głębokie","lubelski/lubelskie","","","wieś","s"
"","Gościmierka","lubelski/lubelskie","Gościniec","","młyn","k"
"","Gródek","lubelski/lubelskie","","","wieś","k"
"","Jamy","lubelski/lubelskie","","","wieś","k"
"","Jedlanka","lubelski/lubelskie","","","wieś","k"
"","Kaznów","lubelski/lubelskie","","","wieś","s"
"","Kleszczów","lubelski/lubelskie","","","wieś","k"
"","Koczanów","lubelski/lubelskie","","","wieś","k"
"","Grabowo","kcyński/kaliskie","Grabowo","Grabowo","wieś","s"
"","Kolechowice","lubelski/lubelskie","","","wieś","k"
"","Krasne","lubelski/lubelskie","","","wieś","k"
"","Ostrów","lubelski/lubelskie","","","miasto","k"
"","Rozkopaczów","lubelski/lubelskie","","","wieś","s"
"","Ruda Korbutowa","lubelski/lubelskie","Rudka","","kuźnica","k"
"","Ruda Plazina","lubelski/lubelskie","Rudka","","kuźnica","k"
"","Uścimów","lubelski/lubelskie","","","wieś","k"
"","Wola Kolechowska","lubelski/lubelskie","","","wieś","k"
"","Baby","łęczycki/łęczyckie","Baby Stare","","wieś","k"
"","Żakowiec","łęczycki/łęczyckie","","","wieś","d"
"","Gołańcza","kcyński/kaliskie","Gołańcz","Gołańcz","miasto","s"
"","Dąbrowice","łęczycki/łęczyckie","","","miasto","k"
"","Sławice","proszowicki/krakowskie","Sławice Duchowne, Sławice Szlacheckie","","wieś","ds"
"","Parkoszowice","proszowicki/krakowskie","","","wieś","d"
"","Wrząca","gostyniński/rawskie","","","wieś","s"
"","Solec","gostyniński/rawskie","","","wieś","s"
"","Baby Większe","gostyniński/rawskie","Baby Dolne","","wieś","s"
"","Roszkowo","gostyniński/rawskie","Ruszków","","wieś","s"
