id_miejscowosci,nazwa_wspolczesna,nazwa_16w,charakter_osady,rodzaj_wlasnosci,powiat_p,woj_p,wielkosc_karto,lat,lon
Zanie_Lesnica_zmb_maz,,Zanie-Leśnica,wieś,s,zambrowski,mazowieckie,mała,53.0394797430002782,22.3323786749996245
Zarebice_llw_krk,,Zarębice,wieś,k,lelowski,krakowskie,duża,50.7911761940000446,19.5586330320000847
Zakrzewo_Wielkie_mla_plc,,Zakrzewo Wielkie,wieś,s,mławski,płockie,mała,53.2025832422229854,20.5268478059816317
Pieskowice_prz_lcz_lcz,Piaskowice,Pieskowice,wieś,s,łęczycki,łęczyckie,mała,51.9443836140000315,19.2206073730000924
Piatek_lcz_lcz,,Piątek,miasto,d,łęczycki,łęczyckie,miasteczko,52.0672647619999935,19.4826188460000402
Piatkowisko_szd_srd,,Piątkowisko,wieś,d,szadkowski,sieradzkie,mała,51.6752715340000393,19.2968541180000521
Piecki_Wlk_rdj_bkj,Piecki,Pieczkowy Wielkie,wieś,d,radziejowski,brzeskie kujawskie,mała,52.6731134715761229,18.4085589900632556
Czepowo_Niskie_szd_srd,Czepów Dolny,Czepowo Niskie,wieś,s,szadkowski,sieradzkie,mała,52.045547609000046,18.7943524420000188
Zlotoria_lpn_dbr,Złotoria,Złotoria,wieś,k,lipnowski,ziemia dobrzyńska,mała,52.9967016678413998,18.7030222775413044
Piaski_bkj_bkj,Piaski,Piaseczny Młyn,osada młyńska,k,brzeski kujawski,brzeskie kujawskie,,52.6332119764013342,18.8830218285471645
Balachowka_scz_krk,Zakrzów - część,Balachówka,wieś,d,szczyrzycki,krakowskie,mała,50.0117631050000568,20.1451636680000412
Zychcice_swr_swr,Będzin - część,Żychcice,wieś,s,księstwo siewierskie,księstwo siewierskie,mała,50.375748890000061,19.0167285550000429
Kurzelow_chc_snd,,Kurzelów,miasto,d,chęciński,sandomierskie,miasteczko,50.8791810120000605,19.8880336099999973
Pierzchaly_Blazeje_prz_maz,,Pierzchały-Błażeje,wieś,s,przasnyski,mazowieckie,mała,53.0844257240001127,20.777527433000067
Darzlubie_pck_pmr,Darzlubie,Darzlub,wieś,d,pucki,pomorskie,mała,54.7032812491522549,18.3285274941662344
Jezierce_tcz_pmr,Jezierce,Jezierce,osada folwarczna,d,tczewski,pomorskie,,53.9928835373693232,18.3514969667467227
Rychnowo_mlb_mlb,Rychnowo Żuławskie,Rychnowy,wieś,k,malborski,malborskie,mała,54.1853132957757211,19.1155457696444948
Czerniechow_prs_krk,Czernichów,Czerniechów,wieś,s,proszowicki,krakowskie,mała,50.1214372560000427,20.222609914000035
Czerwony_Dwor_dbr_mlb_mlb,Czerwony Dwór,Rothof,wieś,s,malborski,malborskie,mała,53.9959999470374044,19.0908481239884829
Czeslawice_kcn_kls,Czesławice,Czesławice,wieś,s,kcyński,kaliskie,mała,52.9812503925417673,17.221859806361433
Czestoszowice_kss_krk,,Częstoszowice,wieś,s,ksiąski,krakowskie,mała,50.4304419139999851,20.1544976270000831
Czochanie_Gora_zmb_maz,,Czochanie-Góra,wieś,s,zambrowski,mazowieckie,mała,53.0741976550003969,22.5661732589992177
Czosaki_Dab_zmb_maz,,Czosaki-Dąb,wieś,s,zambrowski,mazowieckie,mała,52.9880941860002963,22.3645289969996277
Czestkow_chc_snd,Czostków,Czestków,wieś,s,chęciński,sandomierskie,mała,50.8561731070000604,20.1677346140000218
Czubrowice_prs_krk,,Czubrowice,wieś,k,proszowicki,krakowskie,duża,50.2152624170000266,19.6889328570000615
Sugajno_mch_chl,Sugajno,Sugajno,wieś,d,michałowski,chełmińskie,duża,53.3314156252278195,19.6581382321590645
Czyzewo_Rus_nur_maz,,Czyżewo-Ruś,wieś,s,nurski,mazowieckie,mała,52.7948802710002383,22.293296215999888
Swiersk_pln_plc,Ćwiersk,Świersk,wieś,s,płoński,płockie,mała,52.7411868596859534,20.1978751324316086
Urzuty_grc_maz,,Urzuty,wieś,s,grójecki,mazowieckie,mała,51.7379036470000671,20.7249994160000703
Dalowice_prs_krk,Dalewice,Dalowice,wieś,s,proszowicki,krakowskie,mała,50.232986388000036,20.2302241900000404
Dalkow_brz_lcz,,Dalków,wieś,d,brzeziński,łęczyckie,mała,51.6338614340000177,19.6684731670000446
Damianow_stz_snd,,Damianów,wieś,s,stężycki,sandomierskie,mała,51.7086028070000907,21.7530145990003945
Bratkowice_sch_raw,Łowicz - część,Bratkowice,wieś,dm,sochaczewski,rawskie,mała,52.099417533000036,19.9337636900001236
Lubochowe_Damianowe_llw_krk,Damiany,Lubochowe Damianowe,wieś,s,lelowski,krakowskie,mała,50.6524536180000098,19.9670913080000076
Danilowo_blk_pdl,Daniłowo Duże,Daniłowo,przedmieście,m,bielski,podlaskie,duże,52.9364398802420695,22.8853230054727881
Piskorow_rdm_snd,,Piskorów,wieś,s,radomski,sandomierskie,mała,51.3798975120001131,21.8181381560006002
Dargolewo_mrw_pmr,Dargolewo,Dargolewo,osada folwarczna,s,mirachowski,pomorskie,,54.4695485354563758,18.0268348239151841
Dabrowa_nur_maz,,Dąbrowa,wieś,d,nurski,mazowieckie,duża,52.7926823570001744,22.1242309410000182
Slochy_Stare_drh_pdl,Słochy Annopolskie,Słochy,wieś,s,drohicki,podlaskie,duża,52.3915252284392565,22.8305126436428836
Modlowa_kls_kls,,Modłowa,pustka,ks,kaliski,kaliskie,,,
Wengorzewko_gzn_kls,Węgorzewo – część,Węgorzewko,pustka,s,gnieźnieński,kaliskie,,,
Zalesie_wsl_snd,,Zalesie,wieś,s,wiślicki,sandomierskie,mała,50.716168683000042,21.0783233550001263
Zerniki_snd_snd,,Żerniki,wieś,d,sandomierski,sandomierskie,mała,50.7911616260000756,21.2667624990002118
Porzeziny_Jelitki_drh_pdl,,Porzeziny-Jelitki,wieś,s,drohicki,podlaskie,mała,52.6054849499857866,22.7050467426419793
Piotrkowice_kss_krk,,Piotrkowice,wieś,s,ksiąski,krakowskie,duża,50.5170840380000712,20.2521745020000985
Mysle_nkl_kls,,Myśle,pustka,,nakielski,kaliskie,,,
Pisanki_blk_pdl,Pisanki,Pisanki,wieś,s,bielski,podlaskie,mała,53.3694915663076017,22.7045982942221727
Pipala_snd_snd,,Pipała,osada młyńska,s,sandomierski,sandomierskie,,50.7184613010000689,21.161637387000173
Glupiow_opc_snd,,Głupiów,wieś,s,opoczyński,sandomierskie,mała,51.1861206730000617,20.2553506650000408
Klodka_Mlyn_chl_chl,Kłódka,Kłódka,wieś,s,chełmiński,chełmińskie,mała,53.4999611862462601,18.8681536550442566
Glinnik_orl_lcz,,Glinnik,wieś,s,orłowski,łęczyckie,mała,51.9927318870000406,19.6646649460000305
Swidwie_nkl_kls,Świdwie,Świdwie,pustka,,nakielski,kaliskie,,,
Nietobyle_nkl_kls,Zakrzewska Osada,Nietobyle,pustka,,nakielski,kaliskie,,,
Gorski_kls_kls,,Gorski,osada folwarczna,d,kaliski,kaliskie,,,
Wisoka_wies_spl_nkl_kls,Wysoka Krajeńska,Wysoka,pustka,,nakielski,kaliskie,,,
Miedzyborze_kls_kls,,Międzydobrze,osada folwarczna,s,kaliski,kaliskie,,,
Plaszczyca_czl_pmr,Płaszczyca,Płaszczyca,wieś,s,człuchowski,pomorskie,mała,53.7835631357129031,17.2943602264729286
Plaza_prs_krk,,Płaza,wieś,s,proszowicki,krakowskie,duża,50.0983951890000228,19.4645377870000686
Klauskrug_gdn_pmr,Gdańsk-część,Klauskrug,osada karczemna,m,gdański,pomorskie,,54.3474202637401547,18.7192133342853317
Plonki_lub_lub,,Płonki,wieś,s,lubelski,lubelskie,mała,51.3721086906543221,22.2064547177773264
Dabrowa_Sienica_nur_maz,Dąbrowa-Szatanki,Dąbrowa-Sienica,wieś,s,nurski,mazowieckie,mała,52.8215844000003187,22.408713714999859
Dabrowica_snd_snd,,Dąbrowica,wieś,s,sandomierski,sandomierskie,mała,50.4897029240002269,22.3686671260031567
Dabrowicza_knn_kls,Dąbrowice Stare,Dąbrowica,wieś,k,koniński,kaliskie,mała,52.1764685237907457,18.510272753999228
Dabrowka_pck_pmr,Dąbrówka,Dąbrówka,wieś,s,pucki,pomorskie,mała,54.5474470195639469,18.1795820800692489
Wrozenica_prs_krk,Kraków-Wróżenice,Wrożenica,wieś,d,proszowicki,krakowskie,mała,50.1151554790000446,20.1913913860000882
Kijaszkowo_nkl_kls,Kijaszkowo,Kijaszkowo,pustka,,nakielski,kaliskie,,,
Kostrzynek_nkl_kls,Kostrzynek,Kostrzynek,pustka,,nakielski,kaliskie,,,
Lukowiec_nkl_kls,Łukowiec,Łukowiec,pustka,,nakielski,kaliskie,,,
Radonsk_nkl_kls,Radońsk,Radońsk,pustka,,nakielski,kaliskie,,,
Slupowka_nkl_kls,Słupówko,Słupówka,pustka,,nakielski,kaliskie,,,
Dabrowka_nkl_kls,Auguścin,Dąbrówka,pustka,,nakielski,kaliskie,,,
Podleze_scz_krk,,Podłęże,wieś,d,szczyrzycki,krakowskie,mała,50.0162401260000351,20.1773339070000581
Plywaczewo_chl_chl,Pływaczewo,Pływaczewo,wieś,k,chełmiński,chełmińskie,duża,53.1992665946500694,18.916369988973571
Katy_wsl_snd,Kąty Stare,Kąty,wieś,k,wiślicki,sandomierskie,mała,50.4444891850000658,20.9278474060001685
Ruska_Wola_gar_maz,Huta Kuflewska,Ruska Wola,wieś,s,garwoliński,mazowieckie,mała,52.1088506980001114,21.7721330540002675
Kotynino_kls_kls,,Kotynino,wieś,s,kaliski,kaliskie,mała,51.6767173185751219,18.1185647258446956
Dobrowo_gdn_pmr,Przejazdowo-część,Neuendorf,wieś,m,gdański,pomorskie,mała,54.324388290749134,18.7438902733716013
Zmibrzeg_scz_krk,Grabie - część,Zmibrzeg,wieś,s,szczyrzycki,krakowskie,mała,50.0341419360000046,20.1324930390000425
Loweczyce_pzd_kls,Łowęcice,Łowęcice,wieś,s,pyzdrski,kaliskie,mała,51.9383320728779978,17.3062218723257857
Podlesie_pzn_pzn,Podlesie,Podlesie,wieś,s,poznański,poznańskie,mała,52.7402992671328192,16.679913591336927
Podlodow_stz_snd,,Podlodów,wieś,s,stężycki,sandomierskie,mała,51.6143778590001858,22.1915749370010609
Kotliska_Wielkie_lcz_lcz,,Kotliska Wielkie,wieś,s,łęczycki,łęczyckie,mała,52.2143324260000483,19.4436256540000834
Zalesie_I_trz_blk_pdl,Zalesie,Zalesie,wieś,k,bielski,podlaskie,mała,53.3408905229523143,22.7626972777661294
Deszno_kss_krk,,Deszno,wieś,s,ksiąski,krakowskie,mała,50.6136901550000147,20.1435223630000131
Debe_ser_maz,,Dębe,wieś,d,serocki,mazowieckie,mała,52.4928509440000823,20.9200349810000823
Piotrow_pzn_pzn,,Piotrów,osada młyńska,s,poznański,poznańskie,,,
Podanino_pzn_pzn,,Podanino,wieś,s,poznański,poznańskie,,,
Dembienek_nkl_kls,Dębionek,Dębienek,wieś,s,nakielski,kaliskie,duża,53.2145987306551973,17.4448811331005622
Niegloszewo_lcz_lcz,,Niegłoszewo,wieś,s,łęczycki,łęczyckie,mała,52.2487387730000705,19.2488828660000131
Jurczyce_scz_krk,,Jurczyce,wieś,s,szczyrzycki,krakowskie,mała,49.939544706999996,19.7819520430000182
Chwalibogowo_pzd_kls,Chwalibogowo,Chwalibogowo,wieś,s,pyzdrski,kaliskie,mała,52.2582579156058173,17.7841766220777018
Jachcice_bdg_inw,Jachcice (Bydgoszcz - część),Zachcice,wieś,d,bydgoski,inowrocławskie,mała,53.1553083104702537,17.9702276706640802
Kuchary_Kryskie_bls_plc,,Kuchary Kryskie,wieś,s,bielski,płockie,mała,52.7619277288817301,20.0043211315151588
Wielawies_wac_snd_snd,Wielka Wieś,Wielawieś,wieś,d,sandomierski,sandomierskie,mała,51.0732411650000984,20.9724688620001274
Taninko_nkl_kls,Toninek,Taninko,pustka,,nakielski,kaliskie,,,
Wisniewa_nkl_kls,Wiśniewa,Wiśniewa,pustka,,nakielski,kaliskie,,,
Swiniarzewo_nkl_kls,Huta,Świniarzewo,pustka,,nakielski,kaliskie,,,
Pokrzywnica_gzn_kls,Pokrzywnica,Pokrzywnica,wieś,s,gnieźnieński,kaliskie,mała,52.7884337915561588,17.1390509990440449
Unino_ksc_pzn,,Unino,pustka,,kościański,poznańskie,,,
Bracikowo_kcn_kls,,Bracikowo,pustka,s,kcyński,kaliskie,,,
Zmin_ksc_pzn,Modrze – część?,Żmin,wieś,k,kościański,poznańskie,,,
Polanowice_ksw_bkj,Polanowice,Polanowice,wieś,s,kruszwicki,brzeskie kujawskie,mała,52.6421317638133175,18.2899087311155384
Podlezyce_szd_srd,,Podłężyce,wieś,s,szadkowski,sieradzkie,mała,51.5828069360000256,18.8234831330000567
Podstolice_pzn_pzn,Podstolice,Podstolice,wieś,k,poznański,poznańskie,duża,52.9355243997490632,16.9916266240818352
Podolin_ptr_srd,,Podolin,wieś,d,piotrkowski,sieradzkie,duża,51.5427482060000344,19.6508094510000184
Korzkiew_zm_prs_krk,,Korzkiew-zamek,zamek,s,proszowicki,krakowskie,,50.1626425902742668,19.8904674941809176
Skrzynka_wsl_snd,,Skrzynka,wieś,s,wiślicki,sandomierskie,mała,50.2668931200000628,21.0226496150001019
Pogonia_swr_swr,Sosnowiec-Pogoń,Pogonia,wieś,s,księstwo siewierskie,księstwo siewierskie,mała,50.291489383000048,19.1350889730000517
Polikno_ptr_srd,Polichno,Polikno,wieś,d,piotrkowski,sieradzkie,mała,51.4663658420000232,19.8143088580000892
Starzykowo_nkl_kls,,Starzykowo,pustka,,nakielski,kaliskie,,,
Borzanthkowo_nkl_kls,,Borzątkowo,pustka,,nakielski,kaliskie,,,
Zakonowo_kcn_kls,,Zakonowo,pustka,s,kcyński,kaliskie,,,
Trzebuchow_prd_bkj,,Trzebuchowo,wieś,s,przedecki,brzeskie kujawskie,mała,52.3307267533601319,18.6527512379985332
Obrab_Wielki_plc_plc,Obręb Wielki,Obrąb Wielki,wieś,s,płocki,płockie,mała,52.734952071281171,19.5108824287811835
Piskorczyn_rpn_dbr,Piskorczyn,Piskorczyno,wieś,s,rypiński,ziemia dobrzyńska,mała,53.0379504842522849,19.2543212627757825
Polkow_szd_srd,,Polków,wieś,k,szadkowski,sieradzkie,mała,51.5832333510000538,18.8558777530000405
Polajewek_rdj_bkj,Połajewek,Połajewo Małe,wieś,s,radziejowski,brzeskie kujawskie,mała,52.5330180617861302,18.3920515488958998
Zabno_nkl_kls,,Żabno,pustka,,nakielski,kaliskie,,,
Gorzyce_Male_kls_kls,Gorzyce Małe,Gorzyczki,pustka,s,kaliski,kaliskie,,,
Deblowo_gzn_kls,Dębłowo,Dębłowo,wieś,kd,gnieźnieński,kaliskie,mała,52.6295926307617492,17.5781673325761219
Pomianowa_scz_krk,Jasień - część,Pomianowa,wieś,s,szczyrzycki,krakowskie,mała,49.9629877880001132,20.5858635680000752
Plodownica_prz_maz,,Płodownica,wieś,s,przasnyski,mazowieckie,,,
Gnatowko_was_maz,,Gnatówko,wieś,s,wąsoski,mazowieckie,mała,53.4363462080001739,22.2254479339993338
Gnojenko_szr_plc,,Gnojenko,wieś,s,szreński,płockie,mała,53.1907570691836042,20.094649491980654
Podgorze_wsg_maz,,Podgórze,wieś,d,wyszogrodzki,mazowieckie,duża,52.4099545260000284,20.0307644410000805
Maruszow_rdm_snd,,Maruszów,wieś,s,radomski,sandomierskie,mała,51.0889215460000656,21.6282089110004279
Debowalaka_mch_chl,Dębowa Łąka,Dębowa Łąka,wieś,s,michałowski,chełmińskie,duża,53.2583353824228638,19.0903493343327426
Debowiczki_lcz_lcz,,Dębowiczki,wieś,s,łęczycki,łęczyckie,mała,52.1663808830000377,18.9107299840000813
Debowiec_rds_srd,Dębowiec Wielki,Dębowiec,wieś,k,radomszczański,sieradzkie,mała,51.1509285100000284,19.2044833250000551
Debsko_bls_plc,Dębsk,Dębsko,wieś,s,bielski,płockie,mała,52.7018750325068694,19.7903296890640092
Dlugie_Katy_lcz_lcz,Długie,Długie Kąty,wieś,k,łęczycki,łęczyckie,mała,52.2900195350000061,18.9570833410000077
Dluzniewo_pln_plc,,Dłużniewo,wieś,s,płoński,płockie,mała,52.7036228082461591,20.3374584476493894
Broda_tch_pmr,Broda,Pądzienica,osada młyńska,k,tucholski,pomorskie,,53.8750459203114787,17.8193536005451314
Trutnowo_tch_pmr,Trutnowo,Trutnowo,wieś,s,tucholski,pomorskie,mała,53.4723957368987257,18.0799980380771181
Dobieskowo_brz_lcz,Dobieszków,Dobieskowo,wieś,s,brzeziński,łęczyckie,mała,51.8507621120000266,19.5941456970000658
Dobre_rdj_bkj,Dobre,Dobre,wieś,s,radziejowski,brzeskie kujawskie,duża,52.683811842538141,18.5651618410203589
Dobrosielice_Zalesie_bls_plc,Dobrosielice-Zalesie - część,Dobrosielice-Zalesie,wieś,s,bielski,płockie,mała,52.750242114482127,19.9435348707378246
Dobrelewo_kcn_kls,Dobrylewo,Dobrelewo,wieś,s,kcyński,kaliskie,mała,52.8965560291953096,17.7204834103673896
Dobrzynice_Wielkie_sie_plc,Dobrzenice Wielkie,Dobrzynice Wielkie,wieś,s,sierpecki,płockie,mała,52.7521488822652742,19.5826760208817952
Dochunowo_kcn_kls,Dochanowo,Dochunowo,wieś,d,kcyński,kaliskie,duża,52.8905434033951707,17.6129180269418022
Piotrowice_liw_maz,,Piotrowice,wieś,s,liwski,mazowieckie,mała,52.270829155000115,21.9952865320002822
Dolistowo_blk_pdl,Dolistowo Stare,Dolistowo,wieś,ks,bielski,podlaskie,mała,53.5484477687173026,22.9044295752442011
Zawady_scn_maz,,Zawady,wieś,s,sąchocki,mazowieckie,mała,52.5948385590000598,20.3625284640000039
Zblochi_pzd_kls,,Zbłocie,pustka,s,pyzdrski,kaliskie,,,
Jezewo_blk_pdl,Stare Jeżewo,Jeżewo,wieś,k,bielski,podlaskie,duża,53.1341558036463653,22.7309570955055804
Tymianka_Bucie_nur_maz,,Tymianka-Bucie,wieś,s,nurski,mazowieckie,mała,52.6799503660003055,22.4180035160000344
Trzelatkowo_Wielkie_grc_maz,Trtzylatków Duży,Trzelatkowo Wielkie,wieś,s,grójecki,mazowieckie,mała,51.819801765000058,20.6849683600001306
Drazniewo_drh_pdl,Drażniew,Drażniewo,wieś,s,drohicki,podlaskie,mała,52.3631234954902425,22.7089332955738747
Drozewo_cch_maz,Drążewo,Drożewo,wieś,s,ciechanowski,mazowieckie,mała,52.7917551610000544,20.6397089700000791
Drzazno_pzd_kls,Drążno,Drzązno,wieś,d,pyzdrski,kaliskie,mała,52.3098957909501721,17.9873406191997276
Dacbogowizna_nur_maz,Drewnowo-Daćbogi,Daćbogowizna,wieś,s,nurski,mazowieckie,mała,52.7295100970002721,22.386892052999972
Drezewo_osl_maz,,Drężewo,wieś,s,ostrołęcki,mazowieckie,mała,53.0804565610000481,21.52884583700002
Byton_rdj_bkj,Bytoń,Bytom,wieś,k,radziejowski,brzeskie kujawskie,mała,52.5550199151895825,18.5972085449876339
Kosobudy_tch_pmr,Kosobudy,Kosobudy,wieś,k,tucholski,pomorskie,mała,53.871809127229568,17.7569457381033082
Drogoszewo_osl_maz,,Drogoszewo,wieś,s,ostrołęcki,mazowieckie,mała,53.1470729610000703,21.7485391769999019
Droszewo_kls_kls,Droszew,Droszewo,wieś,s,kaliski,kaliskie,mała,51.7563966300299896,17.9323926719787963
Zgnilka_nkl_kls,,Zgniłka,pustka,,nakielski,kaliskie,,,
Gorzuchy_srd_srd,,Gorzuchy,wieś,s,sieradzki,sieradzkie,mała,51.5919066930000483,18.5847610890000503
Kocudza_lub_lub,,Kocudza,wieś,s,lubelski,lubelskie,mała,50.6757401690004841,22.6062208670045344
Drozdzienica_tch_pmr,Drożdzienica,Droździenica,wieś,s,tucholski,pomorskie,duża,53.53978193718131,17.6464731360658327
Drozyn_ksc_pzn,Drużyn,Drożyn,wieś,s,kościański,poznańskie,mała,52.2403759591662649,16.5003143853047334
Dubicze_kls_blk_pdl,Dubicze Cerkiewne,Dubicze,wieś,k,bielski,podlaskie,duża,52.6517249643331198,23.4349214518841755
Jakuszowice_Wielkie_wsl_snd,Hołdowiec - część,Jakuszowice Wielkie,wieś,s,wiślicki,sandomierskie,mała,50.283762996000064,20.4990269030001286
Mikorzyno_knn_kls,Mikorzyn,Mikorzyno,wieś,s,koniński,kaliskie,mała,52.3395785259914206,18.3036315689342679
Pomierki_mch_chl,Pomierki,Pomierki,wieś,d,michałowski,chełmińskie,mała,53.5898491291567254,19.7961064754544935
Dworzyszowice_dwr_rds_srd,Dworszowice Kościelne,Dworzyszowice,wieś,k,radomszczański,sieradzkie,mała,51.0797389330000371,19.1272477690001068
Szramowo_mch_chl,Szramowo,Szramowo,wieś,s,michałowski,chełmińskie,mała,53.335496631548466,19.5122195839592116
Zabrcz_Gorny_gdn_pmr,Ząbrsko Górne,Ząbrcze Wielkie,wieś,s,gdański,pomorskie,mała,54.2469161143830831,18.3451830661109838
Dybla_was_maz,,Dybła,wieś,s,wąsoski,mazowieckie,mała,53.5729477280003081,22.4169003439988401
Dylowa_Laka_ptr_srd,Dylew,Dylowa Łąka,wieś,s,piotrkowski,sieradzkie,mała,51.5779713860000868,19.49193053199998
Dywan_mrw_pmr,Dywan,Welin,wieś,k,mirachowski,pomorskie,mała,54.0364555785496563,17.679214620394923
Pilchowice_Male_opc_snd,,Pilchowice Małe,wieś,s,opoczyński,sandomierskie,mała,,
Zbadz_Maly_osl_maz,Dzbądzek,Zbądz Mały,wieś,s,ostrołęcki,mazowieckie,mała,52.8476971880000619,21.4563256130000575
Dzbynino_osl_maz,Dzbenin,Dzbynino,wieś,s,ostrołęcki,mazowieckie,mała,53.0483335840000478,21.543303098000063
Pempice_gzn_kls,Działyń,Pępice,wieś,s,gnieźnieński,kaliskie,mała,52.5934817902369858,17.5014931642938549
Dziekanowice_scz_krk,,Dziekanowice,wieś,s,szczyrzycki,krakowskie,mała,49.9025101530000583,20.0944335600000201
Studzianki_mlb_mlb,Studzianki (dziś nie istnieje),Kühlborn,wieś,k,malborski,malborskie,mała,54.0369006992679388,19.4435075293999233
Dzierzanowo_pzd_kls,Dzierżanów,Dzierzanowo,wieś,s,pyzdrski,kaliskie,mała,51.7097848683832026,17.3496214080033404
Dzierzawy_szd_srd,,Dzierżawy,wieś,s,szadkowski,sieradzkie,mała,52.0084690790000792,18.9828251220000794
Klobka_czl_pmr,,Elzanowski Młyn,osada młyńska,s,człuchowski,pomorskie,,53.6921588243640215,17.1591365874320871
Falecice_grc_maz,,Falęcice,wieś,s,grójecki,mazowieckie,mała,51.6696045150000387,20.9389918640001049
Chrustowo_prd_bkj,Chrustowo,Chrostowo,wieś,s,przedecki,brzeskie kujawskie,mała,52.3773591847368323,18.9435017426147105
Zakrzewko_mla_plc,,Zakrzewko,wieś,s,mławski,płockie,mała,53.2008242060724257,20.5437406506107223
Faliszowka_bck_krk,,Faliszówka,wieś,s,biecki,krakowskie,mała,49.6436626550000568,21.6101897780008443
Gac_Brzozowo_rdz_maz,Gackie,Gać-Brzozowo,wieś,s,radziłowski,mazowieckie,mała,53.5393442930003758,22.5040461909985829
Gadka_rdm_snd,,Gadka,wieś,d,radomski,sandomierskie,mała,51.13280877600004,20.997468705000113
Gadomiec_Andryki_prz_maz,Gadomiec-Jędryki,Gadomiec-Andryki,wieś,s,przasnyski,mazowieckie,mała,53.2052905670000627,20.8108700130000308
Gay_gzn_kls,Gaj,Gaj,wieś,d,gnieźnieński,kaliskie,mała,52.5211968281688542,18.154735579865104
Grzybowo_Gajewo_orl_lcz,Gajew,Grzybowo-Gajewo,wieś,s,orłowski,łęczyckie,mała,52.2284580510000964,19.7565941110000232
Galonki_bkj_bkj,Galonki,Golanki,wieś,s,brzeski kujawski,brzeskie kujawskie,mała,52.5154131776653657,18.7175379669364439
Golanki_rds_srd,Galonki,Golanki,wieś,s,radomszczański,sieradzkie,mała,51.1311953230000285,19.4005871060000068
Bobolice_zm_llw_krk,,Bobolice-zamek,zamek,s,lelowski,krakowskie,,50.6079908215211844,19.4903601732147003
Garczyn_tcz_pmr,Garczyn,Garczyn,wieś,s,tczewski,pomorskie,mała,54.0408757007751461,18.2410244396616221
Myslownia_gos_raw,Legarda,Mysłownia,wieś,k,gostyniński,rawskie,mała,52.4287429030000141,19.5031991460000143
Gawlowo_Wielkie_nmo_maz,Gawłowo,Gawłowo Wielkie,wieś,s,nowomiejski,mazowieckie,mała,52.5983862060000433,20.6966298800000814
Gawlowka_lub_lub,,Gawłówka,wieś,s,lubelski,lubelskie,mała,51.5232346420002756,22.4139350960017651
Sepolno_czl_pmr,Sąpolno,Sąpolno,wieś,s,człuchowski,pomorskie,duża,53.8062459153035775,17.3343269490645007
Gassawa_gzn_kls,Gąsawa,Gąsawa,miasto,d,gnieźnieński,kaliskie,miasteczko,52.7685907844344229,17.7556371402749171
