id_miejscowosci,nazwa_wspolczesna,nazwa_16w,charakter_osady,rodzaj_wlasnosci,powiat_p,woj_p,wielkosc_karto,lat,lon
Kolybiel_gar_maz,Kołbiel,Kołybiel,miasto,s,garwoliński,mazowieckie,miasteczko,52.0626019840000609,21.4788897190001933
Borakow_wrs_maz,Buraków Mały,Boraków,wieś,k,warszawski,mazowieckie,mała,52.3237539910000464,20.9217120620000934
Koldowo_kls_kls,Kołdów,Kołdowo,wieś,s,kaliski,kaliskie,mała,51.6820107430572193,18.4262938567976526
Wiernoszowka_liw_maz,,Wiernoszówka,wieś,s,liwski,mazowieckie,,,
Skowera_wrs_maz,,Skowera,wieś,s,warszawski,mazowieckie,,,
Murawy_Kalisze_prz_maz,Morawy-Kalisze,Murawy-Kalisze,wieś,s,przasnyski,mazowieckie,mała,53.1080945970000613,20.8036995310000492
Soman_Kepski_sie_plc,Szumanie-Pustoły,Somań Kępski,wieś,s,sierpecki,płockie,mała,52.7999188611667165,19.9011736637337719
Kolomyja_Wielka_zmb_maz,Kołomyja,Kołomyja Wielka,wieś,s,zambrowski,mazowieckie,duża,53.0766876450002698,22.3609655189995635
Niewola_opc_snd,Kołoniec,Niewola,osada kuźnicza,s,opoczyński,sandomierskie,,51.1791768920000081,20.1461948820000494
Koluda_Wlk_inw_inw,Kołuda Wielka,Kołuda Wielka,wieś,s,inowrocławski,inowrocławskie,mała,52.7351116187507429,18.1504150148217107
Borzewo_Strzeszewskie_pln_plc,Borzewo Kmiece,Borzewo Strzeszewskie,wieś,s,płoński,płockie,mała,52.6787223614479672,20.1596327520500296
Osty_rds_srd,Borowe,Osty,osada młyńska,k,radomszczański,sieradzkie,,51.043011329000052,19.4165656650000997
Lazyn_mch_chl,Łążyn,Łążyn,wieś,d,michałowski,chełmińskie,duża,53.4568536676367358,19.8428113255621454
Trcianka_llw_krk,Praszczyki,Trcianka,osada kuźnicza,k,lelowski,krakowskie,,,
Lakie_Szlacheckie_czl_pmr,Łąkie,Łąki,wieś,s,człuchowski,pomorskie,mała,54.0292695834440408,17.2932001571506611
Wola_Lipienska_bla_raw,,Wola Lipieńska,wieś,s,bialski,rawskie,,,
Ostrow_reg_rdm_snd,,Ostrów,wieś,s,radomski,sandomierskie,,,
Wola_Slaska_rdm_snd,Śląsko,Wola Śląska,wieś,s,radomski,sandomierskie,mała,51.1334218540000762,21.6426035160004311
Swidno_chc_snd,,Świdno,wieś,s,chęciński,sandomierskie,mała,50.9178533170000378,20.0904274880000315
Przydanowo_gar_maz,,Przydanowo,wieś,s,garwoliński,mazowieckie,,,
Swiecino_pck_pmr,Świecino,Świecino,wieś,d,pucki,pomorskie,mała,54.7362055529503735,18.1742657199130662
Komaszyce_opc_snd,,Komaszyce,wieś,s,opoczyński,sandomierskie,mała,51.250813371999989,20.4608870880000353
Komorniki_tar_maz,,Komorniki,wieś,d,tarczyński,mazowieckie,mała,51.9750027170000592,20.852765974000075
Komorowo_Olchowka_liw_maz,Komory,Komorowo-Olchówka,wieś,s,liwski,mazowieckie,mała,52.4348051780000688,21.8268606010002237
Komorza_nwm_pzd_kls,Komorze Nowomiejskie,Komorza,wieś,s,pyzdrski,kaliskie,mała,52.0837856433933837,17.3694066518416363
Swider_II_czr_maz,"Świdry Wielkie, Świdry Małe",Świder II,wieś,s,czerski,mazowieckie,mała,52.1218046440000577,21.2023282870000855
Mostek_prs_krk,,Mostek,wieś,d,proszowicki,krakowskie,mała,50.3338944110000881,19.8479720660001071
Lazki_lcz_lcz,,Łążki,wieś,s,łęczycki,łęczyckie,mała,51.9604839230000266,19.1431158390000888
Tafily_Kurzatki_kol_maz,Tafiły,Tafiły-Kurzątki,wieś,s,kolneński,mazowieckie,mała,53.3959842390002422,22.1774930429994903
Tapkowice_swr_swr,,Tąpkowice,wieś,s,księstwo siewierskie,księstwo siewierskie,mała,50.4489887000000294,19.0125407030001092
Tlubice_bls_plc,,Tłubice,wieś,s,bielski,płockie,mała,52.7154106278983363,19.8178105093476837
Tluczan_sls_krk,,Tłuczań,wieś,s,śląski,krakowskie,mała,49.9551206590000376,19.5809351770001037
Konratowo_gzn_kls,Konratowo,Konratowo,wieś,d,gnieźnieński,kaliskie,mała,52.7628152503357413,17.7880742096346367
Konarskie_ksc_pzn,Konarskie,Konarskie,wieś,s,kościański,poznańskie,mała,52.0504099077883708,17.1940884829264284
Konary_snd_snd,,Konary,wieś,s,sandomierski,sandomierskie,mała,50.6841024740000634,21.3722034490003132
Konarzewo_pzn_pzn,Konarzewo,Konarzewo,wieś,s,poznański,poznańskie,mała,52.3344968113652271,16.7158527682027263
Czluchow_czl_pmr,Człuchów,Człuchów,miasto,k,człuchowski,pomorskie,miasteczko,53.665370915705509,17.3578804306581169
Murawy_Sliwki_prz_maz,Morawy Śliwki,Murawy-Śliwki,wieś,s,przasnyski,mazowieckie,mała,53.1107767500000918,20.8088707890000464
Moszczenica_sls_krk,Żywiec-Moszczanica,Moszczenica,wieś,s,śląski,krakowskie,mała,49.7066216490000485,19.2328081350000026
Miedzyrzecz_pzn_pzn,Międzyrzecz,Międzyrzecz,miasto,k,poznański,poznańskie,miasto,52.443768944297986,15.5785559611572353
Legowo_gdn_pmr,Łęgowo,Łęgnowo,wieś,d,gdański,pomorskie,mała,54.2210022122059243,18.6485966662895351
Moszyno_nmo_maz,Moszyn,Moszyno,wieś,d,nowomiejski,mazowieckie,mała,52.7226597190000348,21.0362480050000258
Tomczyce_bla_raw,,Tomczyce,wieś,s,bialski,rawskie,mała,51.63043616100002,20.6978082540000443
Tralewo_mlb_mlb,Tralewo,Tralewo,wieś,k,malborski,malborskie,mała,54.1044489112846634,19.0027739616655751
Tropiszewo_mlb_mlb,Tropiszewo,Trapenfeld,wieś,k,malborski,malborskie,mała,54.1035269061530784,18.9576863992474109
Tropy_mlb_mlb,Tropy Sztumskie,Tropen,wieś,k,malborski,malborskie,mała,53.9513507149275497,19.1913013388163911
Kunaszowka_kss_krk,Konaszówka,Kunaszówka,wieś,s,ksiąski,krakowskie,mała,50.4493883730000192,20.1309707070000314
Koniecki_Wadolowo_wiz_maz,,Koniecki-Wądołowo,wieś,s,wiski,mazowieckie,mała,53.2649289590003008,22.4136384629991809
Koniecwald_mlb_mlb,Koniecwałd,Konradswald,wieś,k,malborski,malborskie,duża,53.9572908463491459,19.0232696822954601
Konieczkowa_plz_snd,,Konieczkowa,wieś,s,pilzneński,sandomierskie,mała,49.8439676680001256,21.9275913170016423
Kunin_llw_krk,Konin,Kunin,wieś,d,lelowski,krakowskie,mała,50.8663937500000145,19.2629789740000383
Bzow_llw_krk,Zawiercie-Bzów,Bzów,wieś,s,lelowski,krakowskie,mała,50.4724235980000202,19.5185153200000947
Murawy_kol_maz,,Murawy,wieś,s,kolneński,mazowieckie,mała,53.2520141330001451,22.0896637899996939
Konopki_Jablon_zmb_maz,,Konopki-Jabłoń,wieś,s,zambrowski,mazowieckie,mała,53.0123237770002405,22.2415885029997504
Konopki_Koprzywnica_zmb_maz,Konopki-Pokrzywnica,Konopki-Koprzywnica,wieś,s,zambrowski,mazowieckie,duża,53.147989261000447,22.6003763759990157
Konopki_Chude_wiz_maz,,Konopki Chude,wieś,s,wiski,mazowieckie,mała,53.3081538430002766,22.3557166589992526
Konczewice_chl_chl,Kończewice,Kończewice,wieś,d,chełmiński,chełmińskie,duża,53.1802672430044296,18.554399843223365
Konska_Wola_lub_lub,Końskowola,Końska Wola,miasto,s,lubelski,lubelskie,miasteczko,51.408882262294739,22.0520208972930476
Kopy_lcz_lcz,,Kopy,wieś,k,łęczycki,łęczyckie,duża,52.2686249970000887,19.1265836360000989
Trzcianka_Wielka_dbr_dbr,Trzcianka,Trzcianka Wielka,wieś,s,dobrzyński,ziemia dobrzyńska,mała,52.7086727781332485,19.4278704304400236
Wola_Warszycka_lcz_lcz,Wola Branicka,Wola Warszycka,wieś,s,łęczycki,łęczyckie,mała,51.9415226810000448,19.4765327780000703
Kopidlowo_gzn_kls,Kopydłowo,Kopydłowo,wieś,s,gnieźnieński,kaliskie,mała,52.5855666149663108,17.5195888365415904
Kopyta_lcz_lcz,,Kopyta,wieś,s,łęczycki,łęczyckie,mała,52.215463096000029,19.0922082600000742
Mrozy_roz_maz,,Mrozy,wieś,s,rożański,mazowieckie,mała,52.8268125360000269,21.3284721500000245
Trzebuchowko_Kamienne_knn_kls,Trzebuchów,Trzebuchowo Kamienne,wieś,s,koniński,kaliskie,mała,52.3042535671741646,18.6361228221497122
Kopytkowo_now_pmr,Kopytkowo,Kopytkowo,wieś,s,nowski,pomorskie,mała,53.7367435306486527,18.6496496763178286
Lukow_luk_lub,,Łuków,miasto,k,łukowski,lubelskie,miasto,51.9287310800002686,22.3804438110010686
Msciwuje_Puzystok_kol_maz,Mściwuje,Mściwuje-Puzystok,wieś,s,kolneński,mazowieckie,mała,53.3001019770000966,21.9680481299997687
Myslechowice_prs_krk,Myślachowice,Myślechowice,wieś,s,proszowicki,krakowskie,mała,50.1866375010000638,19.4802779220000062
Szonowo_pzn_pzn,Dzwonowo,Szonowo,wieś,s,poznański,poznańskie,mała,53.0685463261254,16.0829611112387596
Kluczewo_ksc_pzn,Kluczewo,Kluczewo,wieś,s,kościański,poznańskie,duża,52.035424197318811,16.3670185204975951
Lobdowo_chl_chl,Łobdowo,Łobdowo,wieś,k,chełmiński,chełmińskie,mała,53.2173741708408272,19.1176391747427381
Misiaki_ptr_srd,Myszaki,Misiaki,wieś,s,piotrkowski,sieradzkie,mała,51.3802180560000679,19.417023706000073
Kopytowka_bck_krk,Kopytowa - część,Kopytówka,wieś,d,biecki,krakowskie,mała,49.6637928950000571,21.6084289770008304
Korczyska_szd_srd,,Korczyska,wieś,s,szadkowski,sieradzkie,mała,51.4561774559999918,19.0639684190000089
Koryciska_rdm_snd,,Koryciska,wieś,s,radomski,sandomierskie,mała,51.3328298550000213,20.8180540930000468
Korytki_Lesne_lom_maz,,Korytki Leśne,wieś,s,łomżyński,mazowieckie,mała,53.169831280000075,21.8455620619998605
Redecz_gzn_kls,Recz,Redecz,wieś,s,gnieźnieński,kaliskie,mała,52.7031494304146904,17.5734537221795009
Koszynino_sie_plc,Kosemin,Koszynino,wieś,s,sierpecki,płockie,mała,52.8604102675200451,19.8941822622018023
Mszczecin_scz_krk,Niepołomice-Mszęcin,Mszczęcin,wieś,d,szczyrzycki,krakowskie,mała,50.0547398050000254,20.2282900650000457
Kosiorowo_nmo_maz,,Kosiorowo,wieś,s,nowomiejski,mazowieckie,mała,52.6950811300000268,20.854409148000034
Lipniczka_bck_krk,Jankowa - część,Lipniczka,wieś,s,biecki,krakowskie,mała,49.7038661600000751,20.9001991490001799
Stary_Targ_mlb_mlb,Stary Targ,Altenmarkt,wieś,k,malborski,malborskie,duża,53.9231766564805284,19.1691127563054735
Mzurki_Wielkie_ptr_srd,Mzurki,Mzurki Wielkie,wieś,s,piotrkowski,sieradzkie,mała,51.4241839100000533,19.5007665690000636
Kossaki_Cieplystok_Nadbiele_zmb_maz,Kossaki Nadbielne,Kossaki-Ciepłystok Nadbielne,wieś,s,zambrowski,mazowieckie,mała,53.100271710000257,22.3426246929995465
Kostki_Wielkie_wsl_snd,Kostki Duże,Kostki Wielkie,wieś,s,wiślicki,sandomierskie,mała,50.4586164140000619,20.6350755510000994
Kostry_lub_lub,,Kostry,wieś,s,lubelski,lubelskie,mała,51.697893647000825,22.9156355860034182
Borzymowice_bkj_bkj,Borzymowice,Borzymowice,wieś,s,brzeski kujawski,brzeskie kujawskie,mała,52.4736017120091631,18.9646475050983092
Koszewnica_cze_liw_maz,,Koszewnica,wieś,s,liwski,mazowieckie,mała,52.3259185030001248,21.8842314860002283
Koszyczki_prs_krk,Koszyce,Koszyczki,miasto,k,proszowicki,krakowskie,miasteczko,50.1657772780000784,20.5744202240000931
Kotowice_gcn_lcz_lcz,,Kotowice,wieś,s,łęczycki,łęczyckie,mała,51.9743072800000618,19.4418994930000579
Kielmina_brz_lcz,,Kiełmina,wieś,s,brzeziński,łęczyckie,mała,51.8660952870000713,19.5349671750000518
Kierzkow_luk_lub,,Kierzków,wieś,s,łukowski,lubelskie,mała,51.8644453880001919,22.2922216630009693
Trzetrzewina_sdc_krk,,Trzetrzewina,wieś,k,sądecki,krakowskie,duża,49.6390242620000635,20.6084423300000523
Wolica_wlc_scz_krk,Siercza - część,Wolica,wieś,s,szczyrzycki,krakowskie,mała,49.9742033129999967,20.0220741510000408
Myslino_Wielkie_szr_plc,Myślin-Wątróbki,Myślino Wielkie,wieś,s,szreński,płockie,mała,52.9414433747121507,19.9224382360359016
Mitarza_Wielka_bck_krk,Mytarz,Mitarza Wielka,wieś,s,biecki,krakowskie,mała,49.6123775100000657,21.5260431090006676
Strykowo_ksc_pzn,Strykowo,Strykowo,wieś,s,kościański,poznańskie,mała,52.2463243350472908,16.6112313041681112
Kowala_prs_krk,,Kowala,wieś,s,proszowicki,krakowskie,mała,50.1744302310000094,20.3466750110000518
Kowalewo_slw_knn_kls,Kowalewek,Kowalewek,wieś,s,koniński,kaliskie,mała,52.1739352708547912,18.1599589597877653
Kowalewo_Wielkie_szr_plc,Kowalewo,Kowalewo Wielkie,wieś,s,szreński,płockie,mała,53.0092979083719271,20.2779128978620697
Kowiesze_msz_raw,Kowiesy,Kowiesze,wieś,s,mszczonowski,rawskie,mała,51.8899051430000284,20.4194306320000685
Cychry_tar_maz,,Cychry,wieś,s,grójecki,mazowieckie,mała,51.8907522290000358,20.6527730100000539
Koziebrody_Wielkie_rac_plc,Koziebrody,Koziebrody Wielkie,wieś,s,raciąski,płockie,mała,52.8017255002318038,19.9944345056480515
Kozielec_swc_pmr,Kozielec,Kozielec,osada folwarczna,d,świecki,pomorskie,,53.2453189140197765,18.2519831309217651
Kozlowo_gzn_kls,Kozłowo,Kozłowo,wieś,d,gnieźnieński,kaliskie,mała,52.5790844940047677,17.7513675295971893
Kozlowo_nmo_maz,,Kozłowo,wieś,d,nowomiejski,mazowieckie,mała,52.7609417280000486,20.9562489490000488
Kozubow_wsl_snd,,Kozubów,wieś,s,wiślicki,sandomierskie,mała,50.434028192000028,20.4840788230001003
Krajewice_Dzwonki_sie_plc,Krajewice Małe,Krajewice-Dzwonki,wieś,s,sierpecki,płockie,mała,52.7884430621977714,19.7825216140813964
Jajki_rds_srd,Janki,Jajki,wieś,s,radomszczański,sieradzkie,mała,51.1007558250000784,19.0800721710000012
Krajkowo_rac_plc,,Krajkowo,wieś,s,raciąski,płockie,mała,52.7948101426741374,20.202382032704822
Trzesnik_snd_snd,,Trześnik,wieś,s,sandomierski,sandomierskie,mała,50.2659831410000706,21.6380504180007129
Dluska_gar_maz,Dłużka,Dłuska,wieś,s,garwoliński,mazowieckie,mała,52.2174508650000675,21.5745389120001221
Mojkow_kls_kls,Majków (Kalisz – część),Mojków,wieś,s,kaliski,kaliskie,mała,51.7764148082943123,18.0784774956992855
Trzecierz_sdc_krk,Trzycierz,Trzecierz,wieś,s,sądecki,krakowskie,mała,49.6855776230000501,20.8036168260001055
Tul_wrs_maz,Tuł Stary,Tuł,wieś,s,warszawski,mazowieckie,mała,52.3763996650000934,21.4036563590001663
Krasicice_rds_srd,Krasice,Krasicice,wieś,d,radomszczański,sieradzkie,mała,50.8290249100000366,19.3851912350000006
Krasowo_Wielkie_blk_pdl,Krasowo Wielkie,Krasowo Wielkie,wieś,s,bielski,podlaskie,mała,52.8499183160445369,22.7036238590590465
Krassow_drh_pdl,Krasów,Krasowo,wieś,s,drohicki,podlaskie,mała,52.3735872918393,22.1720907152167719
Kraszowo_Zielonygrad_nur_maz,Kraszewo Czarne,Kraszowo-Zielonygrąd,wieś,s,nurski,mazowieckie,mała,52.7869539520002462,22.3906070709999021
Janikow_snd_snd,,Janików,miasto,s,sandomierski,sandomierskie,miasteczko,50.8578059970001419,21.7055839240005852
Kresko_ksc_pzn,Kręcko,Kręsko,wieś,s,kościański,poznańskie,duża,52.2137856833183633,15.7800969192442064
Krempa_knn_kls,Krępa,Krępa,wieś,s,koniński,kaliskie,mała,52.0908999869219187,18.2614285808265144
Krepice_wsl_snd,,Krępice,wieś,s,wiślicki,sandomierskie,mała,50.3336528490000248,20.4543878160000965
Zaryte_scz_krk,Rabka Zdrój­-Zaryte,Zaryte,wieś,s,szczyrzycki,krakowskie,mała,49.629322479000038,19.9889175610000542
Nakly_Drezewo_osl_maz,Nakły,Nakły-Drężewo,wieś,s,ostrołęcki,mazowieckie,mała,53.0682426130000877,21.4974188570000209
Narty_bla_raw,,Narty,wieś,s,bialski,rawskie,mała,51.8446796760000836,20.4625532040001019
Wola_Brzostowska_plz_snd,Wola Brzostecka,Wola Brzostowska,wieś,d,pilzneński,sandomierskie,mała,49.8835404290000568,21.4356185070005267
Nadzieszow_swr_swr,Najdziszów,Nadzieszów,wieś,s,księstwo siewierskie,księstwo siewierskie,mała,50.4254082420000529,19.1017704920000995
Myslaki_ost_srd,Namysłaki,Mysłaki,osada młyńska,d,ostrzeszowski,sieradzkie,,51.5596538800000346,18.0584938420001215
Nakole_Las_snd_snd,Nakol,Nakole Las,wieś,s,sandomierski,sandomierskie,mała,50.4842126070000958,21.4302559230004022
Krampkowo_pzd_kls,Krępkowo,Krępkowo,wieś,s,pyzdrski,kaliskie,mała,52.2975428327840675,17.7537775116735403
Krezoly_bdg_inw,Krężoły,Krężoły,osada folwarczna,s,bydgoski,inowrocławskie,,52.887524869724416,18.1319620241767545
Krobielewo_pzn_pzn,Krobielewko,Krobielewo,wieś,s,poznański,poznańskie,mała,52.6402045655051438,15.7289802412205226
Krobice_snd_snd,Kroblice Pęchowskie,Krobice,wieś,s,sandomierski,sandomierskie,mała,50.6651056200001122,21.4796088880004206
Krokoczyce_szd_srd,,Krokoczyce,wieś,s,szadkowski,sieradzkie,mała,51.7465442770000337,18.9888776640000358
Krowia_Gora_snd_snd,,Krowia Góra,wieś,s,sandomierski,sandomierskie,mała,50.5627215450000875,21.5472793980005015
Krolewice_wsl_snd,Królowice,Królewice,wieś,s,wiślicki,sandomierskie,mała,50.253127066000026,20.6345177340000596
Krolowa_Woloska_sdc_krk,Królowa Górna,Królowa Wołoska,wieś,k,sądecki,krakowskie,mała,49.5829974720000379,20.845907779000175
Czachowo_Male_bls_plc,Czachówko,Czachowo Małe,wieś,s,bielski,płockie,mała,52.6916894522066457,19.6741235552580029
Naczaslawice_wsl_snd,Nieciesławice,Naczasławice,wieś,s,wiślicki,sandomierskie,mała,50.5006739120000745,21.0199973700001799
Lucimia_rdm_snd,,Lucimia,wieś,s,radomski,sandomierskie,mała,51.2737217020001097,21.8235836490006179
Czerekwicza_nkl_kls,Mała Cerkwica,Cerkwica,wieś,d,nakielski,kaliskie,duża,53.5157672381395599,17.5772175317216934
Grzybki_srd_srd,,Grzybki,wieś,d,sieradzki,sieradzkie,mała,51.7280637380000456,18.5983289120000208
Turzyno_kam_maz,Turzyn,Turzyno,wieś,d,kamieniecki,mazowieckie,duża,52.6125764110000915,21.529226895000086
Ugoszcza_drh_pdl,Ugoszcz,Ugoszcza,wieś,s,drohicki,podlaskie,mała,52.5430011374984076,22.0084568713457358
Krupy_lub_lub,,Krupy,wieś,s,lubelski,lubelskie,mała,51.5856520690002469,22.3460313290014518
Melchow_llw_krk,,Mełchów,wieś,s,lelowski,krakowskie,mała,50.7193164720000311,19.6040807370000607
Krusze_kam_maz,Krusze Stare,Krusze,wieś,s,kamieniecki,mazowieckie,mała,52.4383977180000258,21.372569254000048
Kruszewko_Male_tar_maz,Kruszewek,Kruszewko Małe,wieś,s,tarczyński,mazowieckie,mała,51.9303212500000626,20.763677129000083
Nida_chc_snd,,Nida,wieś,d,chęciński,sandomierskie,mała,50.7578493330000882,20.5670773120000909
Nieczatow_rdm_snd,,Nieczatów,wieś,s,radomski,sandomierskie,mała,51.435137607000037,21.0587626340001215
Lezno_Male_mch_chl,Małe Leźno,Leźno Małe,wieś,d,michałowski,chełmińskie,duża,53.2840003777235864,19.6958799832007756
Nieczenia_szd_srd,Nicenia,Nieczenia,wieś,s,szadkowski,sieradzkie,mała,51.5592112250000696,19.0693488080000151
Niechobrz_plz_snd,,Niechobrz,wieś,s,pilzneński,sandomierskie,duża,49.9832434240001291,21.8686772700013812
Ujazdowo_ndz_plc,"Ujazdowo, Ujazdówka",Ujazdowo I,wieś,s,niedzborski,płockie,mała,52.8547550202281968,20.5274112438340062
Uliaszewo_plc_plc,Ulaszewo,Uliaszewo,wieś,d,płocki,płockie,mała,52.6047125898143335,19.5615950703563506
Ulina_kss_krk,Ulina Wielka,Ulina,wieś,s,ksiąski,krakowskie,mała,50.321301986000023,19.8945177180000066
Uniszki_Zawadzkie_szr_plc,Uniszki Zawadzkie,Unieszki Zawadzkie,wieś,s,szreński,płockie,duża,53.1625313404491777,20.4164738943548976
Waczyn_rdm_snd,Radom-Wacyn,Waczyn,wieś,k,radomski,sandomierskie,mała,51.414763962000066,21.1062500580001711
Welsnow_rdm_snd,Wałsnów,Wełsnów,wieś,s,radomski,sandomierskie,mała,51.2890426470000165,20.9436501050000849
Kruszyn_Krainski_bdg_inw,Kruszyn Krajeński,Kroszyno Małe,wieś,s,bydgoski,inowrocławskie,mała,53.0643062969477413,17.8857058851219328
Dobre_Male_lub_lub,Dobre - część,Dobre Małe,wieś,s,lubelski,lubelskie,mała,51.2643336870000894,21.9096113680008244
Niedomice_plz_snd,,Niedomice,wieś,s,pilzneński,sandomierskie,mała,50.107790984000097,20.8942816820001447
Radoszki_mch_chl,Radoszki,Radoszki,wieś,d,michałowski,chełmińskie,duża,53.255131036718538,19.6375367076617131
Godawy_kcn_kls,Godawy,Godawy,wieś,d,kcyński,kaliskie,mała,52.7925479201152399,17.7715778264852524
Marcinkowice_prs_krk,,Marcinkowice,wieś,s,proszowicki,krakowskie,mała,50.2068435670000852,20.4275856960001008
Wantuchy_drh_pdl,Wańtuchy,Wańtuchy,wieś,s,drohicki,podlaskie,mała,52.3321307272544445,22.2043790010965125
Warszewka_rac_plc,Warszewka,Warszewka,wieś,d,raciąski,płockie,mała,52.7019938662241501,20.0235468867795703
Kruszynek_inw_inw,Kruszynek,Kroszyno Małe,wieś,s,inowrocławski,inowrocławskie,mała,52.8094031139517313,18.7883713694467289
Kruszyny_Duchowne_mch_chl,Kruszynki,Kruszynki Małe,osada folwarczna,d,michałowski,chełmińskie,,53.2765185328041042,19.3620990107334165
Russoczicze_knn_kls,Rusocice,Rusocice,wieś,s,koniński,kaliskie,mała,52.1036636995721594,18.479118071501798
Krynki_Bialokunki_drh_pdl,Krynki-Białokunki,Krynki-Białokunki,wieś,s,drohicki,podlaskie,mała,52.6088732268993695,22.6708650078984562
Krzywiatycze_blk_pdl,Krywiatycze,Krzywiatycze,wieś,k,bielski,podlaskie,duża,52.7138833089502299,23.3861076058784398
Krzczonow_opc_snd,,Krzczonów,wieś,s,opoczyński,sandomierskie,mała,51.4142226340000335,20.4227049160000433
Byki_gbn_raw,,Byki,wieś,s,gąbiński,rawskie,mała,52.2806564490000127,19.9179755630001196
Niegoslawice_pel_wsl_snd,,Niegosławice,wieś,s,wiślicki,sandomierskie,mała,50.3904904520000727,20.5989242950000708
Wegierce_obr_snd_snd,Węgrce Panieńskie,Węgierce,wieś,d,sandomierski,sandomierskie,mała,50.6964332440001044,21.6013562910005668
Wiaczemin_gbn_raw,Wiączemin Polski,Wiączemin,wieś,s,gąbiński,rawskie,mała,52.4503908280000317,19.875635950000067
Wichorowo_scn_maz,,Wichorowo,wieś,s,sąchocki,mazowieckie,mała,52.5632175260000807,20.389884251000101
Wielbrandowo_now_pmr,Wielbrandowo,Wielbrądowo,wieś,k,nowski,pomorskie,mała,53.8171822101464556,18.5687757225803054
Wieliczna_kam_maz,,Wieliczna,wieś,s,kamieniecki,mazowieckie,duża,52.5436372920001418,21.8246145310000976
Bledowo_Wielkie_zkr_maz,Błędowo,Błędowo Wielkie,wieś,s,zakroczymski,mazowieckie,mała,52.5365184850000517,20.6806776990001033
Jakubowice_snd_snd,,Jakubowice,wieś,s,sandomierski,sandomierskie,mała,50.8110059540001018,21.6704629670006064
Kieltyki_wsg_maz,,Kiełtyki,wieś,s,wyszogrodzki,mazowieckie,mała,52.4819571220000327,20.083470944000041
Nieglowice_bck_krk,,Niegłowice,wieś,s,biecki,krakowskie,mała,49.7177089200000779,21.4571872180005556
Ulatowo_Ziemaki_prz_maz,Ulatowo-Niwka,Ulatowo-Ziemaki,wieś,s,przasnyski,mazowieckie,mała,53.1715832110000335,20.9372720660000802
Zyrakow_plz_snd,,Żyraków,wieś,s,pilzneński,sandomierskie,mała,50.0832022760000299,21.3962294180004449
Lisow_lub_lub,,Lisów,wieś,s,lubelski,lubelskie,mała,51.4866094700004524,22.603972430002564
Ostrowko_pzd_kls,Ostrowo,Ostrówko,wieś,s,pyzdrski,kaliskie,mała,52.1124527754375748,17.4939553914498482
Zawada_pgw_scz_krk,,Zawada,wieś,ds,szczyrzycki,krakowskie,mała,49.9141612490000739,20.3961848330000919
Nietuja_snd_snd,,Nietuja,wieś,s,sandomierski,sandomierskie,mała,50.5877767840000132,21.4543004780003947
Lagiewniki_plc_plc,,Łagiewniki,wieś,s,płocki,płockie,mała,52.4973456109113457,19.8804553414410208
Zator_sls_krk,,Zator,miasto,k,śląski,krakowskie,miasteczko,49.9959046210000935,19.4372633220000637
Zukowo_gdn_pmr,Żukowo,Żuków,wieś,d,gdański,pomorskie,mała,54.3409631975661256,18.3635266148425558
Czelusczino_pzd_kls,Czeluścin,Czeluścino,wieś,s,pyzdrski,kaliskie,mała,51.7342413435747872,17.1657327434438294
Krzywki_szr_plc,Krzywki-Boski,Krzywki,wieś,s,szreński,płockie,mała,53.0718068421122595,20.1116182088134323
Swieliczyno_was_maz,Wasosz - część,Swieliczyno,wieś,s,wąsoski,mazowieckie,mała,53.5242742620002758,22.3116979529991504
Krzywoploty_prs_krk,,Krzywopłoty,wieś,k,proszowicki,krakowskie,mała,50.3927464130000899,19.6325039410000315
Noskowo_Wielkie_zkr_maz,Noskowo - część,Noskowo Wielkie,wieś,s,zakroczymski,mazowieckie,mała,52.4843356950000341,20.4443721240000258
Krzyzanowo_plc_plc,,Krzyżanowo,wieś,s,płocki,płockie,mała,52.661415383513301,19.5478201914488743
Modzele_Kubice_cch_maz,,Modzele-Kubice,wieś,s,ciechanowski,mazowieckie,mała,52.6994636800000507,20.695196347000131
Kuchary_scn_maz,Kuchary Żydowskie,Kuchary,wieś,s,sąchocki,mazowieckie,duża,52.6661599150000725,20.5125123680000314
Kuczyn_Wielki_drh_pdl,Kuczyn,Kuczyno,wieś,s,drohicki,podlaskie,duża,52.7168994673078544,22.5359318625836416
Grabowka_blk_pdl,Grabówka,Grabówka,wieś,s,bielski,podlaskie,mała,53.4317706658782683,23.0060601131858427
Wierzbica_rdm_snd,,Wierzbica,miasto,d,radomski,sandomierskie,miasteczko,51.2508057750000745,21.0863821220001135
Wierzbno_prs_krk,,Wierzbno,wieś,s,proszowicki,krakowskie,mała,50.1539882820000358,20.2418359590000456
Wierzchoslawice_plz_snd,,Wierzchosławice,wieś,s,pilzneński,sandomierskie,mała,50.0185056240000208,20.8646635820000945
Wieckowice_sdc_krk,,Więckowice,wieś,s,sądecki,krakowskie,mała,49.9498722880000727,20.8138231280000845
Wilczkowice_sls_krk,,Wilczkowice,osada folwarczna,s,śląski,krakowskie,,49.988706751000052,19.191381719000006
Winary_Male_snd_snd,Winiarki,Winary Małe,wieś,s,sandomierski,sandomierskie,mała,50.768675116000118,21.8122361990008145
Kukawki_kam_maz,,Kukawki,wieś,s,kamieniecki,mazowieckie,mała,52.5201602270001047,21.5664786300001232
