id,name,type,relig_type,relig,source,dist,lp_w,lp_o,cdnts
374,Rożniatów,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 374.",rus,1,2942,"[24.153804917116418, 48.94099408964058]"
375,Kołomyja,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 207.",rus,6,3681,"[25.04339432963127, 48.52305684123718]"
215,Kosienice,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 404 (Kosienice, Husienice).",rus,1,2816,"[22.69819197880281, 49.87663097900543]"
218,Rokietnica,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 404.",rus,1,2940,"[22.63851880643773, 49.89457026364079]"
219,Tuligłowy,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 404.",rus,1,3000,"[22.595676528588683, 49.884603993999235]"
200,Polana,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Ludność, II, s. 287; Kołbuk 1998, s. 244.",rus,6,4016,"[22.762892774999784, 49.53610763708349]"
201,Kaszyce,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Ludność, II, s. 184; Kołbuk 1998, s. 258.",rus,6,3673,"[22.727854305604012, 49.904890889544276]"
202,Dmytrowice,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Ludność, II, s. 121; Kołbuk 1998, s. 258.",rus,6,3479,"[22.730404442036047, 49.89077200762699]"
376,Goruńsko,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 289.",poz,1,15870,"[15.39455035288421, 52.48257273966237]"
377,Kołomyja,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 207 (Mikołaj Bp); Duh, Pawlyszyn, Spis parafii 1782 r. (Ppańskie); Skoczylas, Oficjalat Halicz, s. 23 (cerkiew przedmiejska).",rus,6,3683,"[25.031719457851295, 48.532239669190915]"
378,Zamulińce,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 208 (dek. Kołomyja, s); Duh, Pawlyszyn, Spis parafii 1782 r.; Skoczylas, Oficjalat Halicz, s. 52.",rus,6,4578,"[25.186146165994558, 48.490210571810564]"
379,Wołczkowce,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 218.",rus,6,5989,"[25.396293851738733, 48.47113854521382]"
380,Zabłotów,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 218; Skoczylas, Oficjalat Halicz, s. 52 (miejska).",rus,6,4378,"[25.284321220996674, 48.47255128749168]"
381,Siemakowce,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 218; Duh, Pawlyszyn, Spis parafii 1782 r. (WnPańskie)",rus,6,6014,"[25.20737320469516, 48.481380930100784]"
382,Ilińce,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 218.",rus,6,6003,"[25.291220008416985, 48.43617316192075]"
383,Chlebiczyn Polny,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 218.",rus,6,6042,"[25.227538892315124, 48.47714270146855]"
385,Rożnów,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 209 (s); Skoczylas, Oficjalat Halicz, s. 28 (możliwe wezwanie Michała A).",rus,6,4787,"[25.22647754033511, 48.36977425237825]"
386,Nietoperek,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 290.",poz,1,15933,"[15.537034300100743, 52.39707933216357]"
387,Pistyń,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 208 (dek. Kołomyja); Duh, Pawlyszyn, Spis parafii 1782 r.",rus,6,3989,"[25.026943374390953, 48.36447646681279]"
388,Wyszanowo,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 290 (Wyszanów).",poz,1,16026,"[15.652496076385262, 52.37747764626039]"
389,Moskalówka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 209; Duh, Pawlyszyn, Spis parafii 1782 r.; Skoczylas, Oficjalat Halicz, s. 26 (Kosów).",rus,6,4580,"[25.1033607142528, 48.30973268443506]"
390,Kuty,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 209 (OpNMP); Duh, Pawlyszyn, Spis parafii 1782 r.; Skoczylas, Oficjalat Halicz, s. 27; Budzyński, Kresy, s. 127.",rus,6,4734,"[25.175532646194597, 48.25534208830129]"
234,Radochońce,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 403.",rus,1,2933,"[22.987489984700517, 49.67307131275976]"
235,Michałówka,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 403.",rus,1,2876,"[22.866411672546405, 49.95063883370261]"
237,Handzlówka,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 398.",rus,1,2777,"[22.21468627280518, 49.987256568339774]"
238,Zarzecze,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 399.",rus,1,3038,"[22.536768396883417, 49.983768374279975]"
246,Sietesz,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 399.",rus,1,2965,"[22.353158634930026, 49.99124307583668]"
251,Dudyńce,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 397.",rus,1,2755,"[22.08263833270985, 49.53946747720528]"
236,Krasiczyn,miasto,świątynia główna,Religia mojżeszowa,"AAPrz. AV166, k. 82, 1744 r. (schola); Liczba głów, s. 396, 1765 r. (kahał).",rus,4,1981,"[22.659939944912594, 49.770988524042195]"
391,Gościkowo,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 499.",poz,1,15589,"[15.553083427466447, 52.34008714129055]"
392,Kuty Stare,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 208 (m Kuty, k); Skoczylas, Oficjalat Halicz, s. 28; Budzyński, Kresy, s. 127.",rus,6,3759,"[25.176063322634263, 48.26593765943221]"
393,Kosów,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 208 (Prakseda PM lub NarPańskie); Duh, Pawlyszyn, Spis parafii 1782 r.; Skoczylas, Oficjalat Halicz, s. 26.",rus,6,3707,"[25.094339222872463, 48.31361772772266]"
394,Kosów,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 208 (k); Skoczylas, Oficjalat Halicz, s. 26 (cerkiew miejska).",rus,6,3709,"[25.089032462972455, 48.32138781249921]"
395,Czarnokońce Małe,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 222 (kam); Skoczylas, Oficjalat Kamieniec Podolski, s. 59.",pod,6,9578,"[25.992410754783236, 48.97238951071631]"
396,Czarnokońce Wielkie,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 222 (kam); Skoczylas, Oficjalat Kamieniec Podolski, s. 59.",pod,6,9579,"[26.03669462156364, 48.963274256920556]"
397,Czarnokońce Wielkie,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 222 (kam); Skoczylas, Oficjalat Kamieniec Podolski, s. 59.",pod,6,22889,"[26.02893353180599, 48.96813572561166]"
398,Zabłotówka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 238 (kam); Skoczylas, Oficjalat Kamieniec Podolski, s. 62.",pod,6,10360,"[25.834885527916185, 48.894854614844974]"
399,Kapuścińce,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 226 (kam); Skoczylas, Oficjalat Kamieniec Podolski, s. 60.",pod,6,9776,"[25.82243458079506, 48.86999483405481]"
402,Ułaszkowce,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 352 (kam, ZwNMP); Skoczylas, Oficjalat Kamieniec Podolski, s. 62; Flaga, Zakony męskie, s. 213; Wawryk, s. 140 (ZwNMP).",pod,6,22892,"[25.80085294031761, 48.90037901067603]"
403,Ludomy,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 283.",poz,1,15911,"[16.821891457447407, 52.74795063128482]"
404,Lubasz,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 281 (Krasna Góra).",poz,1,15908,"[16.51545421188547, 52.84583848240089]"
13148,Grodziczno,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 160.",che,1,13135,"[19.760701878051236, 53.415831217237326]"
254,Zagórz,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 398.",rus,1,3034,"[22.260127769384667, 49.5015956532867]"
263,Lesko,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 397.",rus,1,2843,"[22.326686307688078, 49.47020190494993]"
264,Średnia Wieś,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 398.",rus,1,3172,"[22.357901938461, 49.4110639705497]"
265,Wołkowyja,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 398.",rus,1,3024,"[22.420786310644246, 49.32569100009323]"
266,Uherce Mineralne,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 397.",rus,1,3008,"[22.413900944705915, 49.4567474421479]"
267,Wiktorów,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 205 (Wiktorów Dolny, s); Skoczylas, Oficjalat Halicz, s. 10.",rus,6,4670,"[24.64152776444331, 49.048168545975955]"
268,Sapahów,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 205 (Sapohów, s); Skoczylas, Oficjalat Halicz, s. 10.",rus,6,4677,"[24.617248991549502, 49.045961926277414]"
269,Sielec,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 205 (NarNMP); Duh, Pawlyszyn, Spis parafii 1782 r.; Skoczylas, Oficjalat Halicz, s. 10.",rus,6,4675,"[24.737513612420003, 49.030515582991654]"
270,Leśniki,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 173 (Św. Trójca); Skoczylas, Niedatowanyj rejestr, s. 558; Duh, Pawlyszyn, Spis parafii 1782 r.; Skoczylas, Oficjalat Brzeżany, s. 58.",rus,6,4920,"[24.893482980700128, 49.448387207866574]"
277,Halicz,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 204; Skoczylas, Oficjalat Halicz, s. 8 (przedmieście Załukiew).",rus,6,3557,"[24.737513612420003, 49.10443736627542]"
278,Halicz,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 205 (prawdopodobnie jako Załukiew, d); Skoczylas, Niedatowanyj rejestr, s. 567; Duh, Pawlyszyn, Spis parafii 1782 r.; Skoczylas, Oficjalat Halicz, s. 8 (przedmieście Załukiew).",rus,6,22430,"[24.727915026992775, 49.1062762172233]"
256,Tokarnia,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Ludność, II, s. 361; Kołbuk 1998, s. 262.",rus,6,4248,"[22.01990499770551, 49.46322551683039]"
12637,Zawój,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 212 (dek. Perehińsko); Skoczylas, Oficjalat Halicz, s. 21.",rus,6,5604,"[24.416785189229074, 48.926133769770104]"
279,Halicz,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 204 (WnNMP); Skoczylas, Niedatowanyj rejestr, s. 567; Duh, Pawlyszyn, Spis parafii 1782 r.; Skoczylas, Oficjalat Halicz, s. 8 (przedmieście Załukiew).",rus,6,3560,"[24.729608895538377, 49.111424997718984]"
280,Halicz,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 204 (d); Skoczylas, Oficjalat Halicz, s. 8 (przedmieście).",rus,6,3559,"[24.736948989271696, 49.110321687869714]"
282,Pobereże,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 216 (dek. Uście); Skoczylas, Niedatowanyj rejestr, s. 567; Duh, Pawlyszyn, Spis parafii 1782 r.",rus,6,6053,"[24.84648578021705, 49.0154370102552]"
283,Międzyhorce,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 203 (dek. Bursztyn); Skoczylas, Niedatowanyj rejestr, s. 568; Duh, Pawlyszyn, Spis parafii 1782 r.; Skoczylas, Oficjalat Halicz, s. 9.",rus,6,5329,"[24.803009837368165, 49.12356140965829]"
284,Temerowce,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 205 (s); Skoczylas, Oficjalat Halicz, s. 10.",rus,6,4672,"[24.605391916227063, 49.102598516226806]"
285,Pitrycz,wieś,świątynia pomocnicza,Kościół katolicki ob. greckiego,"Duh, Pawlyszyn, Spis parafii 1782 r.; Skoczylas, Oficjalat Halicz, s. 10.",rus,6,24024,"[24.757840026872998, 49.086048863091776]"
292,Wiśniowiec Nowy,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 519; Popek, Świątynie Wołynia, s. 125-127.",woł,1,22589,"[25.743456487105334, 49.90492586148008]"
295,Jampol,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 392.",woł,1,12821,"[26.240662373166458, 49.95741800859503]"
296,Białozórka,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 393 (Białozorka).",woł,1,12886,"[26.18165964897156, 49.77135209565694]"
286,Czajczyńce,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 275.",woł,6,11631,"[25.870096480981886, 49.857120514033625]"
309,Jaworów,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 176.",rus,6,4638,"[23.949502835354565, 49.01098129228137]"
331,Zastawce,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 196.",rus,6,5496,"[25.138147335708823, 49.15854275771602]"
337,Biała,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 175.",rus,6,4909,"[25.766221015740484, 49.03371054321127]"
384,Rożnów,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 209 (s); Skoczylas, Oficjalat Halicz, s. 28.",rus,6,4788,"[25.225416188355155, 48.36023823818056]"
400,Pogorzela,miasto,świątynia główna,Religia mojżeszowa,"Liczba głów, s. 392, 1765 r.",kal,4,24467,"[17.231014690760617, 51.81513659685811]"
405,Borszczów,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 221 (kam); Skoczylas, Oficjalat Kamieniec Podolski, s. 59.",pod,6,9532,"[26.035760800641924, 48.797901468684074]"
406,Borszczów,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Skoczylas, Oficjalat Kamieniec Podolski, s. 59; Kołbuk 1998 i Duh, Pawlyszyn (Spis parafii 1782 r.) pomijają tę cerkiew.",pod,6,22888,"[26.04115621121099, 48.802320985348956]"
431,Siechów,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 171.",rus,6,4845,"[24.03066620962977, 49.202376557887476]"
432,Wychwatyńce,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 148; Socjografia, s. 72.",brac,6,18638,"[28.985580706239944, 47.657913560949225]"
433,Sulatycze,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 172; Skoczylas, Niedatowanyj rejestr, s. 571; Duh, Pawlyszyn, Spis parafii 1782 r. (Michał A); Skoczylas, Oficjalat Lwów, s. 114.",rus,6,5019,"[24.14189009272917, 49.19503402879013]"
434,Sokołów,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 171 (wieś); Skoczylas, Oficjalat Lwów, s. 114.",rus,6,4151,"[24.031417722687593, 49.17251693871884]"
435,Żura,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 150 (Żurka); Socjografia, s. 72; SG. XIV, s. 855 (wezwanie z 1882 r.)",brac,6,18681,"[29.032644544686775, 47.49744054802568]"
436,Balicze Podróżne,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 171; SG I, s. 87; Skoczylas, Oficjalat Lwów, s. 112.",rus,6,5026,"[24.072750921983697, 49.174964448118146]"
437,Zozulany,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 149; Socjografia, s. 72.",brac,6,18663,"[28.98171244610006, 47.60776574401717]"
438,Balicze Podgórne,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Struktura, s. 135; Kołbuk 1998, s. 175 (dek. Dolina); SG I, s. 87; Skoczylas, Oficjalat Lwów, s. 111.",rus,6,4643,"[24.093041765552528, 49.16517440962144]"
439,Turza Wielka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Struktura, s. 134; Kołbuk 1998, s. 176 (dek. Dolina, k); Skoczylas, Oficjalat Lwów, s. 114.",rus,6,4650,"[24.08477512551343, 49.129440766095684]"
441,Wola Zaderewacka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 172 (k); Skoczylas, Niedatowanyj rejestr, s. 572; Duh, Pawlyszyn, Spis parafii 1782 r. (Michał A); Skoczylas, Oficjalat Lwów, s. 115.",rus,6,5048,"[23.966036115432757, 49.13727279797223]"
442,Zaderewacz,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 172 (k, Mikołaj Bp); Skoczylas, Niedatowanyj rejestr, s. 572; Duh, Pawlyszyn, Spis parafii 1782 r.; Skoczylas, Oficjalat Lwów, s. 115.",rus,6,5058,"[23.93823014488271, 49.13433578579372]"
443,Mołokisz Wielki,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 124; Socjografia, s. 71; SG. VI, s. 650.",brac,6,18244,"[29.048117587044942, 47.84193424472153]"
445,Bybło,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 196; Skoczylas, Oficjalat Brzeżany, s. 98.",rus,6,5491,"[24.861620229629807, 49.24362054983425]"
446,Podszumlańce,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 204 (dek. Bursztyn); Budzyński, Struktura, s. 140; Skoczylas, Oficjalat Brzeżany, s. 100.",rus,6,5328,"[24.811765126729824, 49.25985724789632]"
447,Butelka Niżna,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Budzyński, Ludność, II, s. 97; Kołbuk 1998, s. 268.",rus,6,3415,"[22.992498756044768, 49.01572856955778]"
461,Kozara,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 200; Skoczylas, Niedatowanyj rejestr, s. 556; Duh, Pawlyszyn, Spis parafii 1782 r. (Kozara Górna); Skoczylas, Oficjalat Lwów, s. 159 (""na Zniłowie"").",rus,6,5259,"[24.44850728363599, 49.242026216452246]"
462,Korczówka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 200.",rus,6,4905,"[24.170447576337097, 49.18181747623498]"
463,Mielnicz,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 201; Skoczylas, Oficjalat Lwów, s. 160.",rus,6,5253,"[24.29369566296623, 49.234683687354845]"
407,Połajewo,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 283.",poz,1,15951,"[16.731542664271785, 52.789267154452546]"
408,Milowce,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 227 (kam); Skoczylas pomija tę cerkiew (Oficjalat Kamieniec Podolski, s. 61).",pod,6,9961,"[25.812058792276957, 48.87828142735174]"
409,Milowce,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 227 (kam); Skoczylas, Oficjalat Kamieniec Podolski, s. 61.",pod,6,9960,"[25.81828426538783, 48.8832533840494]"
410,Runowo,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 281.",poz,1,15979,"[16.419705123922824, 52.96533828564344]"
10553,Silno,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 290.",woł,6,12528,"[25.793262218125278, 50.90478136294536]"
411,Popenki,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 132; Socjografia, s. 71.",brac,6,18365,"[29.005566720110323, 47.58203773435753]"
412,Botuszany,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 98; Socjografia, s. 70.",brac,6,17802,"[29.019750342421844, 47.52578496605702]"
