id,name,type,relig_type,relig,source,dist,lp_w,lp_o,cdnts
9432,Noskowce,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 230 (pod, kam); Skoczylas, Oficjalat Bar, s. 12 (pod); Jabłonowski, Ziemie ruskie, nr 7.",brac,6,10003,"[27.97836729637129, 48.95457766181113]"
9435,Bielany Szarogrodzkie,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 220 (kam); Skoczylas, Oficjalat Bar, s. 36.",pod,6,9517,"[28.014432018107584, 48.627600377740634]"
9436,Chomenki,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 221 (kam, Poczęcie Anny); Skoczylas, Oficjalat Bar, s. 37.",pod,6,9562,"[28.224696148068062, 48.68330426372631]"
9437,Budne,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 221 (kam); przynależność dekanalna wątpliwa.",pod,6,9547,"[28.016473417060865, 48.71591141691516]"
9438,Plebanówka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 232 (kam); Skoczylas, Oficjalat Bar, s. 39.",pod,6,10076,"[28.00694688711326, 48.78973038790588]"
9439,Dołhowce,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 223 (kam); Skoczylas, Oficjalat Bar, s. 37.",pod,6,9623,"[27.940261175681712, 48.778408460452226]"
9429,Toruń,miasto,świątynia główna,Kościół luterański,"ADPel. C68, k. 51, 1785 r. (dysydenci); Rhesa II, s. 256-259, 1834 r. (Toruń - Nowe Miasto); Merczyng, Zbory, s. 165.",che,2,13906,"[18.62923269661553, 53.02339956266587]"
9430,Grębocin,wieś,świątynia główna,Kościół luterański,"Rhesa II, s. 259, 1834 r. (pastorzy od XVI wieku); Die kirchliche Organisation um 1785.",che,2,13901,"[18.723090941125747, 53.056046954220335]"
9440,Winoż,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 237 (kam); Skoczylas, Oficjalat Bar, s. 13.",pod,6,10335,"[27.70345885393249, 48.6891916663979]"
9441,Gromowo,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 223 (kam); przynależność dekanalna wątpliwa.",pod,6,9658,"[27.842274007937306, 48.71908155674606]"
9442,Goraj,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 238 (kam); Skoczylas, Oficjalat Bar, s. 14.",pod,6,10384,"[27.8218600148071, 48.75531172675608]"
9443,Łuczyńczyk,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 229 (kam); Skoczylas, Oficjalat Bar, s. 12.",pod,6,9917,"[27.8136944180946, 48.6996078407704]"
9445,Niemircze,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 230 (kam); Skoczylas, Oficjalat Bar, s. 12.",pod,6,9996,"[27.717068182685978, 48.67334096724335]"
9446,Kopajgród,miasto,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 226 (kam); Skoczylas, Oficjalat Bar, s. 11.",pod,6,9812,"[27.8007655550594, 48.850868800472256]"
9448,Grabowce,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 223 (kam); Skoczylas, Oficjalat Bar, s. 11.",pod,6,9657,"[27.891948058427033, 48.856756203143846]"
6634,Wołoskie,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 295.",woł,6,12782,"[26.251068834861087, 50.00411579779495]"
9449,Wołodyjowce,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 237 (kam); Skoczylas, Oficjalat Bar, s. 13.",pod,6,10345,"[27.740884508903832, 48.85494469428363]"
9450,Chrzanówka,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 221 (kam); Skoczylas, Oficjalat Bar, s. 11.",pod,6,9565,"[27.813013951477103, 48.79697642244747]"
9451,Romanki,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 233 (kam); Skoczylas, Oficjalat Bar, s. 13.",pod,6,10117,"[27.836830276795638, 48.8169030154134]"
9452,Sadki,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 183.",gn,1,14023,"[17.44859597994406, 53.15802175451347]"
9453,Szaradowo,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 171.",gn,1,14035,"[17.612021799838942, 53.00556235377877]"
9454,Mrocza,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 184.",in,1,13318,"[17.606342348299506, 53.245189164534224]"
9455,Runowo Kraińskie,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 184.",gn,1,14020,"[17.451289969229947, 53.32899248873389]"
9456,Dębowo,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 183.",gn,1,13938,"[17.491614933203095, 53.183263123935944]"
9457,Dobrcz,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 334.",in,1,13287,"[18.147606801187578, 53.26697985331674]"
9458,Wierzchucin Królewski,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 185, 500 (parafia obsługiwana przez cystersów z Koronowa).",in,1,13369,"[17.777297032319666, 53.30711613772945]"
9459,Biskupice,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 158.",che,1,13117,"[18.521320779128985, 53.144223685045745]"
9460,Czarnowo,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 162.",che,1,13129,"[18.268580905300894, 53.10753901386994]"
9461,Ostromecko,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 162.",che,1,13169,"[18.21178639800047, 53.150531002756566]"
9462,Starogród,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 158.",che,1,13190,"[18.379753260845348, 53.306443878324785]"
9463,Gruczno,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 341.",pom,1,15159,"[18.319127933979757, 53.34884833743166]"
9464,Gruta,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 162.",che,1,13138,"[18.968302731440133, 53.45621052004611]"
9465,Wielki Lubień,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 340 (Lubień Wielki).",pom,1,15176,"[18.73657737572529, 53.51266584354664]"
9466,Grudziądz,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 159.",che,1,13137,"[18.7553182296827, 53.49112608989202]"
9467,Mokre,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 159.",che,1,13159,"[18.825745301519873, 53.53386807265042]"
9468,Orzechowo,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 163.",che,1,13168,"[18.830289492096995, 53.19605280699466]"
9469,Kowalewo,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 163.",che,1,13146,"[18.90128380141158, 53.150617593978154]"
9470,Sarnowo,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 158.",che,1,13188,"[18.708746575793327, 53.366013289612056]"
9471,Płużnica,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 163.",che,1,13175,"[18.78428507568509, 53.2889418665431]"
9472,Pluskowęsy,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 159.",che,1,13173,"[18.957512639652236, 53.165762044751204]"
9473,Topolno,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 341.",pom,1,15227,"[18.30606574735299, 53.29331713836274]"
9474,Sypniewo,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 182.",gn,1,14034,"[17.329747057422935, 53.36937830803009]"
9475,Leśno,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 337.",pom,1,15286,"[17.701521266095597, 53.95464959874198]"
9476,Dąbrówka,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 341.",pom,1,15257,"[18.519854757416795, 53.90012725372958]"
9477,Nowe,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 496.",pom,1,15421,"[18.72100425861032, 53.64434527384992]"
10027,Szydłowiec,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 212.",san,1,8697,"[20.85772596007018, 51.22305007018541]"
10028,Szydłowiec,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 213.",san,1,8931,"[20.85833186082687, 51.22812870450037]"
10029,Jarosławice,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 212.",san,1,8477,"[20.926362304999472, 51.41993440752853]"
9478,Królówlas,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 338.",pom,1,15285,"[18.691946275313512, 53.806901596831324]"
9479,Grudziądz,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 531.",che,1,23390,"[18.764972271802833, 53.48549103158592]"
9480,Wiewiórki,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 159.",che,1,13248,"[18.808138927913262, 53.36197508009167]"
9481,Wronie,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 163.",che,1,13249,"[18.89446908801051, 53.295000578370036]"
9482,Zieleń,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 159.",che,1,13251,"[18.956706566525497, 53.20345789652964]"
9483,Młyniec,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 342.",in,1,13393,"[18.82854692436422, 53.06178257111844]"
9484,Nowe,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 340.",pom,1,15300,"[18.719868213439213, 53.63997000472824]"
9485,Debrzno,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 182.",gn,1,14068,"[17.23149075047411, 53.525204591477404]"
9486,Chrząstowo,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 181.",pom,1,15249,"[17.236034156842436, 53.62482508720706]"
9487,Skowarnki,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 182.",pom,1,15322,"[17.082117823843305, 53.60227601184846]"
9488,Wielowicz,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 185.",in,1,13414,"[17.604638279643495, 53.386207130508126]"
9489,Więcbork,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 185 (za jeziorem Więcborskim).",in,1,13415,"[17.488775599987434, 53.34783994832463]"
9490,Lutowo,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 185.",gn,1,14099,"[17.4370909523239, 53.446114531295734]"
9491,Sępolno,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 185.",in,1,13406,"[17.521149017582218, 53.45250844022809]"
9492,Zalesie,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 185.",in,1,13417,"[17.645769317642703, 53.51005967665418]"
9493,Silno,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 184.",pom,1,15321,"[17.713118219715625, 53.64939373497327]"
9494,Dąbrówka,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 184.",pom,1,15258,"[17.620541369702153, 53.578043961432]"
9495,Koronowo,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 334.",in,1,13389,"[17.93713086739939, 53.31687692937447]"
9496,Górka Klasztorna,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 496.",gn,1,23309,"[17.246257794462338, 53.270768527953635]"
9497,Wierzchowo,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 182.",pom,1,15340,"[17.42516245284594, 53.605107973321424]"
9498,Bukowo,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 181.",pom,1,15246,"[17.384839061786977, 53.59049658309067]"
9499,Stara Wiśniewka,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 183.",gn,1,14122,"[17.092909488545445, 53.446114531295734]"
9500,Biskupnica,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 181.",pom,1,15242,"[17.221835919648584, 53.65881700026881]"
9501,Lipka,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 183.",gn,1,14097,"[17.257854748981686, 53.494914761830955]"
9502,Wudzyn,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 334.",in,1,13416,"[18.085130483426042, 53.32461721961221]"
13268,Łążyn,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 262 (Łążyń).",in,1,13312,"[18.90298865787372, 53.002870521966486]"
9504,Człuchów,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 181.",pom,1,15255,"[17.351328025207522, 53.665351506509296]"
9505,Kiełpin,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 181.",pom,1,15279,"[17.39903808318968, 53.7109831809197]"
9506,Bydgoszcz,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 185.",in,1,13381,"[18.005377769498182, 53.11729980551496]"
9507,Bydgoszcz,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 535.",in,1,23371,"[18.00561660424819, 53.129079235172014]"
9510,Chełmno,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 502.",che,1,2638,"[18.43806878250075, 53.350532710035964]"
9511,Bierzgłowo,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 162.",che,1,13209,"[18.446681058975344, 53.130761745280324]"
9512,Chełmża,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 508.",che,1,13879,"[18.60514157895426, 53.19403416718393]"
9513,Trzebcz Szlachecki,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 159 (Trzebcz).",che,1,13245,"[18.47735119212291, 53.22331467782442]"
9514,Boluminek,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 163.",che,1,13210,"[18.30923505351234, 53.16542777664546]"
9515,Bydgoszcz,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 521.",in,1,23373,"[18.013567367317023, 53.11292453639322]"
9516,Górne Sartowice,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 341 (Sartawice); SG. X, s. 326-327.",pom,1,15318,"[18.561646528210247, 53.42894957911534]"
9517,Chełmno,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 508.",che,1,23386,"[18.430118024827834, 53.350532710035964]"
9519,Gostomia,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 280.",poz,1,15871,"[16.440202916779015, 53.18329385107171]"
9520,Wołowe Lasy,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 282.",poz,1,16023,"[16.29222839003836, 53.09820001594784]"
9521,Rakowo,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 281.",drah,1,13919,"[16.35350111994711, 53.60643852745835]"
9522,Kluczewo,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 280.",drah,1,13914,"[16.19517329133629, 53.65203481804349]"
9523,Nowe Worowo,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 281.",drah,1,13916,"[16.091744033712928, 53.65206880432231]"
9524,Bronikowo,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 280.",poz,1,15830,"[16.191252303046497, 53.3099178397141]"
9525,Dudylany,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 280.",poz,1,15862,"[16.49516277386482, 53.49782074470153]"
9526,Różewo,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 281.",poz,1,15978,"[16.503495075203887, 53.19229672109009]"
9527,Zawada,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 282.",poz,1,16030,"[16.65545031061305, 53.188231511224444]"
9528,Dolaszewo,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 280 (wezwanie ołtarza).",poz,1,15856,"[16.66770517315615, 53.16064095887742]"
9529,Kaczory,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 183.",gn,1,14086,"[16.903971898274847, 53.096748419361006]"
3309,Siebieczów,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 306.",beł,6,6772,"[24.130029948020706, 50.44515527025544]"
3310,Ostrów,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 305.",beł,6,6767,"[24.171412388795204, 50.394581895038414]"
3311,Parchacz,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 305.",beł,6,6768,"[24.23179004956853, 50.33666025125086]"
3312,Machnówek,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 305.",beł,6,6763,"[23.911584929275932, 50.41878795414891]"
3313,Budynin,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 305.",beł,6,6754,"[23.951610569200056, 50.43261998921105]"
3314,Cebłów,wieś,świątynia główna,Kościół katolicki ob. greckiego,"Kołbuk 1998, s. 305.",beł,6,6755,"[24.060833078572443, 50.424407218561555]"
3329,Rembieszyce,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 187.",san,1,8637,"[20.30070936922334, 50.75505166357431]"
10063,Mokobody,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 387.",podl,1,9276,"[22.117639657407835, 52.26550354242886]"
9530,Piecewo,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 183.",gn,1,14110,"[16.901029976697373, 53.37381130643149]"
9531,Trzebin,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 282.",poz,1,16012,"[16.148174847990163, 53.06828728371943]"
9532,Jeziorki,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 280.",poz,1,15883,"[16.1231166641698, 53.241378146241516]"
9533,Rzeczyca,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 281.",poz,1,15982,"[16.14419414291899, 53.25386614812817]"
9534,Dobino,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 280.",poz,1,15855,"[16.55104198178077, 53.22569551778372]"
9535,Biała,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 279.",poz,1,15659,"[16.554964543884125, 53.03721066690713]"
9536,Tuczno,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 279.",poz,1,15651,"[16.16086031401477, 53.19636193365375]"
9537,Człopa,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 279.",poz,1,15598,"[16.131448960112948, 53.094714884978885]"
9543,Polne,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 281.",drah,1,13918,"[16.318697817866052, 53.6529058689855]"
9544,Czarne Wielkie,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 280.",drah,1,13912,"[16.282425128809848, 53.64564556580058]"
9545,Wałcz,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 279.",poz,1,15652,"[16.472614334326863, 53.26577314031982]"
9546,Nakielno,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 279.",poz,1,15750,"[16.31085583768919, 53.26489417534401]"
9538,Golce,wieś,świątynia główna,Kościół luterański,"Thomas, Altes und Neues, s. 113, 1750 r.; Rhesa II, s. 121, 1834 r. (pastorzy od 1724 r.).",poz,2,16248,"[16.437292429204433, 53.3677134893847]"
9539,Laski Wałeckie,wieś,świątynia główna,Kościół luterański,"Thomas, Altes und Neues, s. 112, 1750 r.; Rhesa II, s. 120, 1834 r.",poz,2,16266,"[16.27161293978037, 53.37119862035365]"
3330,Chęciny Stare,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 188.",san,1,8780,"[20.460602153962782, 50.79026281269222]"
3331,Chęciny Stare,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 535.",san,1,9203,"[20.47460198273052, 50.79354918629815]"
9541,Mirosławiec,miasto,świątynia główna,Kościół luterański,"Thomas, Altes und Neues, s. 67, 1750 r.; Rhesa II, s. 117, 1834 r.;",poz,2,16277,"[16.09563830404454, 53.344770090094585]"
9542,Lubno,wieś,świątynia główna,Kościół luterański,"Thomas, Altes und Neues, s. 112, 1750 r.; Rhesa II, s. 120-121, 1834 r. (pastorzy od XVI w.).",poz,2,16273,"[16.344158318792154, 53.308177599426756]"
9550,Głupczyn,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 182.",gn,1,13947,"[16.982457693193226, 53.236951666126174]"
9551,Śmiłowo,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 183.",gn,1,14039,"[16.93883176951016, 53.130366956399314]"
9552,Morzewo,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 183.",gn,1,13996,"[16.907949460215548, 53.0801244426562]"
9553,Przechlewo,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 180.",pom,1,15204,"[17.26159286193547, 53.79815012599096]"
9554,Koczała,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 180.",pom,1,15166,"[17.08050959953323, 53.90575067121131]"
9558,Kościelna Jania,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 339.",pom,1,15170,"[18.600834658306837, 53.74699372839626]"
9559,Lalkowy,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 340.",pom,1,15172,"[18.6814845826558, 53.704587874440904]"
9560,Lichnowy,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 183.",pom,1,15173,"[17.6042163860958, 53.648383948319804]"
9561,Dzierzążno,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 338 (Dzierząźno).",pom,1,15151,"[18.706474480055135, 53.834498200716325]"
9562,Kokoszkowy,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 341.",pom,1,15167,"[18.516209350175075, 53.988640579206844]"
9563,Czersk,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 341.",pom,1,15148,"[17.97778658852502, 53.79604535900887]"
9564,Bobowo,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 340.",pom,1,15138,"[18.54915157996021, 53.87623086536803]"
9565,Tychnowy,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 165.",malb,1,14469,"[18.95141129816244, 53.7766117662855]"
9566,Konarzyny,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 180.",pom,1,15169,"[17.380295659915305, 53.82305536571107]"
9567,Starogard,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 341.",pom,1,15216,"[18.524306241382533, 53.957678490155615]"
9568,Łobżenica,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 182.",gn,1,13987,"[17.252083375039717, 53.25562407807985]"
9569,Szubin,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 171.",gn,1,14037,"[17.742652308591346, 53.011284003306514]"
9570,Rynarzewo,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 171.",gn,1,14021,"[17.82046211461659, 53.06378631455908]"
9571,Nakło,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 183.",gn,1,13997,"[17.598390805518477, 53.13782884351639]"
9572,Zakrzewo,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 182.",gn,1,14055,"[17.157234429288053, 53.4131319399379]"
9573,Sępolno,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 184.",in,1,13347,"[17.52924669299847, 53.44779797130303]"
9574,Bługowo,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 182.",gn,1,13924,"[17.124292989107687, 53.25495088877619]"
3332,Małogoszcz,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 188.",san,1,8852,"[20.251341551374423, 50.810920020270714]"
3333,Cielętniki,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 200.",sier,1,16505,"[19.582758472609214, 50.8914899301401]"
3334,Garnek,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 201.",sier,1,16683,"[19.460485494776094, 50.883445115074096]"
3335,Kłomnice,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 201.",sier,1,16702,"[19.36080643699455, 50.92070531097988]"
3316,Bełz,miasto,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 502.",beł,1,24572,"[24.01741543517346, 50.39155613686273]"
3336,Żytno,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 200.",sier,1,16661,"[19.63658516415296, 50.925362835917724]"
3337,Gidle,wieś,świątynia pomocnicza,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 522.",sier,1,22787,"[19.479092252624355, 50.955001628360776]"
3338,Maluszyn,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 186.",sier,1,16564,"[19.802610190187806, 50.91326709311926]"
9575,Niewieścin,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 341.",pom,1,15186,"[18.218032302808524, 53.294326457368754]"
9576,Raciąż,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 184.",pom,1,15208,"[17.78808869702175, 53.66218201778753]"
9577,Człuchów,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 180.",pom,1,15149,"[17.360417186973223, 53.66453771719955]"
9578,Chojnice,miasto,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 180.",pom,1,15144,"[17.559769913798675, 53.69651052280324]"
9579,Ostrowite,wieś,świątynia główna,Kościół katolicki ob. łacińskiego,"Litak 1996, s. 184.",pom,1,15194,"[17.66881787645633, 53.63256491249524]"
